Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/Y61.sam
AT1G13440	19452.00
AT1G13448	83.50
AT1G13450	305
AT1G13460	106
AT1G13470	353.50
AT1G13480	3
AT1G13485	0
AT1G13490	0
AT1G13500	0
AT1G13510	0
AT1G13520	44
AT1G13530	6
AT1G13540	2
AT1G13550	13
AT1G13560	1106.00
AT1G13570	214
AT1G13580	129.00
AT1G13590	0
AT1G13600	4
AT1G13605	0
AT1G13607	0
AT1G13608	1
AT1G13609	184.50
AT1G13610	6
AT1G13620	0
AT1G13630	7
AT1G13635	10
AT1G13640	410.50
AT1G13650	127
AT1G13670	145
AT1G13680	1
AT1G13690	257
AT1G13700	172
AT1G13710	75
AT1G13720	0
AT1G13730	185
AT1G13740	113
AT1G13750	171
AT1G13755	0
AT1G13760	0
AT1G13770	188.50
AT1G13780	86
AT1G13790	17
AT1G13800	2
AT1G13810	98.50
AT1G13820	1485.25
AT1G13830	52
AT1G13840	0
AT1G13850	0
AT1G13860	108.50
AT1G13870	228
AT1G13880	365
AT1G13890	0
AT1G13900	336
AT1G13910	66
AT1G13920	74
AT1G13930	23904.25
AT1G13940	86
AT1G13950	376.50
AT1G13960	288
AT1G13970	14
AT1G13980	186
AT1G13990	1479
AT1G14000	886
AT1G14010	592
AT1G14020	300
AT1G14030	378.50
AT1G14040	57
AT1G14048	0
AT1G14060	201.50
AT1G14070	32
AT1G14071	5
AT1G14080	21
AT1G14100	5
AT1G14110	0
AT1G14120	84
AT1G14130	205
AT1G14140	209
AT1G14150	4628.33
AT1G14160	71
AT1G14170	170.50
AT1G14180	84
AT1G14185	0
AT1G14190	22.50
AT1G14200	618
AT1G14205	44.50
AT1G14210	333
AT1G14220	1
AT1G14225	0
AT1G14230	434.50
AT1G14240	10
AT1G14250	244
AT1G14260	66
AT1G14270	1252.00
AT1G14280	475
AT1G14290	996
AT1G14300	169
AT1G14310	383
AT1G14315	21.50
AT1G14320	7958.75
AT1G14330	275.50
AT1G14340	727.33
AT1G14345	2758.83
AT1G14350	132
AT1G14360	410.50
AT1G14370	279.67
AT1G14380	208.67
AT1G14390	27
AT1G14400	4783.25
AT1G14410	643
AT1G14420	0
AT1G14430	264.50
AT1G14440	149.50
AT1G14450	2192.67
AT1G14455	2
AT1G14460	81
AT1G14470	11
AT1G14480	13
AT1G14490	21
AT1G14500	4
AT1G14510	990.50
AT1G14518	0
AT1G14520	54
AT1G14530	111
AT1G14540	31
AT1G14549	0
AT1G14550	0
AT1G14560	189
AT1G14570	914.50
AT1G14580	389
AT1G14590	265
AT1G14600	156
AT1G14610	508
AT1G14620	242.50
AT1G14630	55
AT1G14640	18
AT1G14642	8
AT1G14650	519
AT1G14660	21
AT1G14670	2265.50
AT1G14680	19
AT1G14685	548
AT1G14686	7
AT1G14687	117.50
AT1G14688	0
AT1G14690	157
AT1G14700	612.00
AT1G14710	653
AT1G14720	1357
AT1G14730	38
AT1G14740	729
AT1G14750	26
AT1G14755	0
AT1G14760	3
AT1G14770	21.50
AT1G14780	30.50
AT1G14790	165.50
AT1G14800	27
AT1G14810	1446
AT1G14820	583
AT1G14830	723.00
AT1G14840	125
AT1G14850	282.50
AT1G14860	16
AT1G14870	579.33
AT1G14880	11079.42
AT1G14890	782
AT1G14900	559.50
AT1G14910	627
AT1G14920	936.50
AT1G14930	0
AT1G14940	0
AT1G14950	0.50
AT1G14960	0
AT1G14970	72
AT1G14980	2113.83
AT1G14990	295
AT1G15000	352.50
AT1G15002	10.50
AT1G15010	137
AT1G15015	0
AT1G15020	259
AT1G15030	781
AT1G15040	37
AT1G15045	0
AT1G15050	16
AT1G15060	490
AT1G15080	84
AT1G15090	0
AT1G15100	606.50
AT1G15110	132
AT1G15120	4997.42
AT1G15125	2753
AT1G15130	795
AT1G15140	2976.00
AT1G15150	16
AT1G15160	25.39
AT1G15165	37
AT1G15170	267.81
AT1G15175	38
AT1G15180	880.81
AT1G15190	11
AT1G15200	297.00
AT1G15210	6
AT1G15215	86.50
AT1G15220	159.50
AT1G15230	550
AT1G15240	183.50
AT1G15250	368.50
AT1G15260	589.50
AT1G15270	2806.50
AT1G15280	543
AT1G15290	569.50
AT1G15310	22
AT1G15320	0
AT1G15330	4
AT1G15340	715
AT1G15350	627.50
AT1G15360	2
AT1G15370	785.50
AT1G15380	12
AT1G15385	0
AT1G15390	663
AT1G15400	1358
AT1G15405	61
AT1G15410	307.50
AT1G15415	18.50
AT1G15420	183.00
AT1G15430	251.50
AT1G15440	267
AT1G15450	0
AT1G15460	0
AT1G15470	259.50
AT1G15480	55.50
AT1G15490	248
AT1G15500	3791.67
AT1G15510	59
AT1G15520	96.50
AT1G15530	446
AT1G15540	0.50
AT1G15550	98
AT1G15570	100.50
AT1G15580	211
AT1G15590	0
AT1G15600	1
AT1G15610	0
AT1G15620	6
AT1G15630	4
AT1G15640	0
AT1G15650	0
AT1G15660	79
AT1G15670	629.50
AT1G15680	0
AT1G15690	16484.50
AT1G15700	37
AT1G15710	404.92
AT1G15720	36
AT1G15730	597
AT1G15740	805
AT1G15750	1553.67
AT1G15757	0
AT1G15760	50
AT1G15770	0
AT1G15772	0
AT1G15780	366.25
AT1G15790	128.50
AT1G15800	184.50
AT1G15810	1426.92
AT1G15820	71915.11
AT1G15825	29
AT1G15830	85
AT1G15840	0
AT1G15850	0
AT1G15860	1002
AT1G15870	7
AT1G15880	565
AT1G15885	161
AT1G15890	66.50
AT1G15900	18.50
AT1G15910	122
AT1G15920	178
AT1G15930	2996.50
AT1G15940	90.75
AT1G15950	2427.17
AT1G15960	545.67
AT1G15970	388
AT1G15980	3685.58
AT1G15990	23.50
AT1G16000	377.50
AT1G16010	483
AT1G16020	249.50
AT1G16022	8
AT1G16025	7.50
AT1G16030	24
AT1G16040	186
AT1G16060	150
AT1G16070	9
AT1G16080	3799.17
AT1G16090	61
AT1G16100	0
AT1G16110	67
AT1G16120	0
AT1G16130	25
AT1G16150	1
AT1G16160	4
AT1G16170	597.50
AT1G16180	4995.50
AT1G16190	321.50
AT1G16210	618.50
AT1G16220	30
AT1G16225	0
AT1G16230	0
AT1G16240	1162.50
AT1G16250	191
AT1G16260	245
AT1G16270	215
AT1G16280	88.50
AT1G16290	1
AT1G16300	79
AT1G16310	29
AT1G16320	1021.50
AT1G16330	7
AT1G16340	211
AT1G16350	511
AT1G16360	3
AT1G16370	64
AT1G16380	0
AT1G16390	259.50
AT1G16400	61
AT1G16410	1666.50
AT1G16420	34
AT1G16430	107
AT1G16440	0
AT1G16445	80
AT1G16450	0
AT1G16460	823.50
AT1G16470	1480.00
AT1G16480	11
AT1G16489	11.50
AT1G16490	20.50
AT1G16500	706.50
AT1G16510	388
AT1G16515	114.50
AT1G16520	333.50
AT1G16530	31
AT1G16540	31
AT1G16560	1115.50
AT1G16570	159.00
AT1G16590	70
AT1G16610	952.50
AT1G16630	22
AT1G16635	9
AT1G16640	77.50
AT1G16650	78.50
AT1G16670	323.50
AT1G16680	105
AT1G16690	113
AT1G16700	1302
AT1G16705	11
AT1G16710	146
AT1G16720	3744.67
AT1G16730	245
AT1G16740	363.50
AT1G16750	217.50
AT1G16760	0
AT1G16770	4
AT1G16780	113.50
AT1G16790	295
AT1G16800	23
AT1G16810	704.33
AT1G16820	58
AT1G16825	119.75
AT1G16830	13
AT1G16840	1160.50
AT1G16850	177
AT1G16858	567.17
AT1G16860	567.17
AT1G16870	260
AT1G16880	10844.17
AT1G16890	2539.96
AT1G16900	286.50
AT1G16905	0
AT1G16910	0
AT1G16916	220.50
AT1G16920	943.50
AT1G16930	44
AT1G16940	0
AT1G16950	0
AT1G16960	183.50
AT1G16970	95.50
AT1G16980	0
AT1G17000	0
AT1G17010	0
AT1G17020	41.50
AT1G17030	7
AT1G17040	46
AT1G17050	407
AT1G17060	57
AT1G17070	144.17
AT1G17080	1060.17
AT1G17090	131
AT1G17100	3229.50
AT1G17110	204
AT1G17120	719.50
AT1G17130	336.17
AT1G17140	629.92
AT1G17145	131.50
AT1G17147	251.50
AT1G17150	0
AT1G17160	617
AT1G17170	19
AT1G17180	5
AT1G17190	66
AT1G17200	2194.50
AT1G17210	606
AT1G17220	2473.50
AT1G17230	53
AT1G17232	12.50
AT1G17235	2.50
AT1G17240	15
AT1G17250	31.83
AT1G17255	43.33
AT1G17260	6.50
AT1G17270	70
AT1G17280	380.50
AT1G17285	2
AT1G17290	3342
AT1G17300	0
AT1G17310	0
AT1G17330	458.50
AT1G17340	396.17
AT1G17345	23
AT1G17350	100
AT1G17360	155
AT1G17370	1228
AT1G17380	106
AT1G17400	5
AT1G17410	161.50
AT1G17420	680
AT1G17430	347
AT1G17440	473
AT1G17450	96
AT1G17455	182.50
AT1G17460	30
AT1G17470	1533
AT1G17480	31
AT1G17490	224.50
AT1G17500	160.50
AT1G17510	282.50
AT1G17520	158
AT1G17530	670.50
AT1G17540	0
AT1G17545	0
AT1G17550	407
AT1G17560	112.50
AT1G17570	0
AT1G17580	159
AT1G17590	60
AT1G17600	88
AT1G17610	74
AT1G17615	10
AT1G17620	1515
AT1G17630	25
AT1G17640	62
AT1G17650	1025
AT1G17660	0
AT1G17665	159.00
AT1G17670	0
AT1G17680	103
AT1G17690	105.50
AT1G17700	126
AT1G17710	13
AT1G17720	585.75
AT1G17730	443
AT1G17744	206.00
AT1G17745	758.00
AT1G17750	14
AT1G17760	147
AT1G17770	0
AT1G17780	291
AT1G17790	122
AT1G17800	0
AT1G17810	0.50
AT1G17820	113.50
AT1G17830	63
AT1G17840	1487.83
AT1G17850	227.50
AT1G17860	267.50
AT1G17870	48.50
AT1G17880	2568.17
AT1G17890	689.83
AT1G17910	0
AT1G17920	40.33
AT1G17930	49
AT1G17940	108.50
AT1G17950	7
AT1G17960	10
AT1G17970	329
AT1G17980	233
AT1G17990	272.67
AT1G18000	977.17
AT1G18010	973.33
AT1G18020	205.33
AT1G18030	103.50
AT1G18040	94.50
AT1G18050	0
AT1G18060	2692.50
AT1G18070	961.75
AT1G18075	30
AT1G18080	6045.50
AT1G18090	56
AT1G18100	18
AT1G18130	0
AT1G18140	17
AT1G18150	966
AT1G18160	376
AT1G18170	1680.50
AT1G18180	51.50
AT1G18190	98.50
AT1G18200	85.50
AT1G18210	3370
AT1G18220	0
AT1G18250	366.50
AT1G18260	616
AT1G18265	32
AT1G18270	264
AT1G18280	1
AT1G18290	5
AT1G18300	138.50
AT1G18310	0
AT1G18320	31.33
AT1G18330	79.50
AT1G18335	46
AT1G18340	142.83
AT1G18350	19
AT1G18360	294
AT1G18370	42.50
AT1G18382	28.50
AT1G18390	216.50
AT1G18400	863
AT1G18410	12
AT1G18415	25.50
AT1G18420	23.50
AT1G18430	0
AT1G18440	363.50
AT1G18450	330
AT1G18460	395.50
AT1G18470	850.00
AT1G18480	266.50
AT1G18485	89
AT1G18486	0
AT1G18490	299
AT1G18500	727
AT1G18510	0
AT1G18520	0
AT1G18530	3
AT1G18540	3540.17
AT1G18550	38
AT1G18560	33
AT1G18570	321
AT1G18580	172.50
AT1G18590	427.50
AT1G18600	636
AT1G18610	114
AT1G18620	212.75
AT1G18630	381.75
AT1G18640	712
AT1G18650	480
AT1G18660	458.00
AT1G18670	105
AT1G18680	194.50
AT1G18690	99.50
AT1G18700	348.50
AT1G18710	92
AT1G18720	2409.50
AT1G18730	3584.08
AT1G18735	1339.58
AT1G18740	869
AT1G18745	144
AT1G18750	72.50
AT1G18760	0
AT1G18770	0
AT1G18773	97
AT1G18780	0
AT1G18790	0
AT1G18800	178.50
AT1G18810	164.50
AT1G18820	0
AT1G18830	3.50
AT1G18835	18
AT1G18840	133
AT1G18850	120.50
AT1G18860	8
AT1G18870	27
AT1G18871	0
AT1G18879	0
AT1G18880	86.33
AT1G18890	999.83
AT1G18900	141.50
AT1G18910	46
AT1G18940	42
AT1G18950	156
AT1G18960	0
AT1G18970	0
AT1G18980	5
AT1G18990	0
AT1G19000	2876.50
AT1G19010	55
AT1G19020	1070.50
AT1G19025	11
AT1G19040	0
AT1G19050	364
AT1G19060	0
AT1G19070	1
AT1G19080	108
AT1G19086	0
AT1G19090	0
AT1G19100	71.50
AT1G19110	473
AT1G19115	0
AT1G19120	399.67
AT1G19130	1415.67
AT1G19140	464
AT1G19150	3486.33
AT1G19160	13
AT1G19170	199
AT1G19180	541
AT1G19190	9
AT1G19200	59
AT1G19210	3
AT1G19220	53.50
AT1G19230	8.50
AT1G19240	337
AT1G19250	70
AT1G19260	0
AT1G19270	170
AT1G19290	31
AT1G19300	635.33
AT1G19310	461
AT1G19320	6
AT1G19330	253
AT1G19340	54
AT1G19350	4032.50
AT1G19360	296
AT1G19370	241
AT1G19371	0
AT1G19373	8
AT1G19376	1
AT1G19380	2051.50
AT1G19390	0
AT1G19394	28.50
AT1G19396	40.50
AT1G19397	42.00
AT1G19400	1057
AT1G19410	9
AT1G19430	170
AT1G19440	469
AT1G19450	1036.50
AT1G19460	0
AT1G19464	1
AT1G19470	0
AT1G19480	172
AT1G19485	79
AT1G19490	36
AT1G19500	0
AT1G19510	94
AT1G19520	197
AT1G19530	71
AT1G19540	83.27
AT1G19550	74.33
AT1G19570	6380.08
AT1G19580	702
AT1G19600	398.50
AT1G19610	102
AT1G19620	25
AT1G19630	10
AT1G19640	15
AT1G19650	148.50
AT1G19660	2561.50
AT1G19670	5713.17
AT1G19680	538.83
AT1G19690	169.33
AT1G19700	235.00
AT1G19710	87
AT1G19715	224.50
AT1G19720	118.33
AT1G19730	250
AT1G19740	3778.67
AT1G19750	3
AT1G19770	1638.50
AT1G19780	3.50
AT1G19790	7
AT1G19800	697
AT1G19830	26
AT1G19835	313.50
AT1G19840	85
AT1G19850	49
AT1G19860	250.25
AT1G19870	286
AT1G19880	518.50
AT1G19890	0
AT1G19900	0
AT1G19910	7915.08
AT1G19920	2149
AT1G19930	0.50
AT1G19940	23.33
AT1G19950	187
AT1G19960	2098.83
AT1G19968	1
AT1G19970	146.50
AT1G19980	41
AT1G19990	86
AT1G20000	0.25
AT1G20010	3387.42
AT1G20015	1
AT1G20020	11189.33
AT1G20030	224.50
AT1G20040	0
AT1G20050	1659
AT1G20060	12
AT1G20065	7.50
AT1G20070	345.50
AT1G20080	5
AT1G20090	1198.50
AT1G20100	878
AT1G20110	1100.50
AT1G20120	32
AT1G20130	4
AT1G20132	0
AT1G20135	0
AT1G20140	284.50
AT1G20150	0
AT1G20160	83.83
AT1G20170	0
AT1G20180	0
AT1G20190	2000.50
AT1G20200	1429.50
AT1G20210	0
AT1G20220	635.33
AT1G20225	1381
AT1G20230	14.25
AT1G20240	0
AT1G20250	0
AT1G20260	2532.50
AT1G20270	387.50
AT1G20280	0
AT1G20290	12.50
AT1G20300	123.17
AT1G20310	37
AT1G20320	1.67
AT1G20330	3290.50
AT1G20340	112107.83
AT1G20350	152.50
AT1G20360	0.50
AT1G20370	80
AT1G20375	0
AT1G20380	18
AT1G20400	0
AT1G20405	0
AT1G20410	89
AT1G20420	0
AT1G20430	488
AT1G20440	4226.42
AT1G20450	2593.08
AT1G20460	213.50
AT1G20470	87.50
AT1G20480	16.83
AT1G20490	241.50
AT1G20500	0
AT1G20510	1277.50
AT1G20515	3
AT1G20520	3
AT1G20530	2.50
AT1G20540	252.33
AT1G20550	40.33
AT1G20560	432.50
AT1G20570	4
AT1G20575	213
AT1G20580	934.25
AT1G20590	2.93
AT1G20600	1.75
AT1G20610	39.07
AT1G20620	46515.83
AT1G20630	660.50
AT1G20640	95
AT1G20650	351.83
AT1G20670	213.50
AT1G20680	0
AT1G20690	35
AT1G20691	35
AT1G20693	5903.58
AT1G20696	5606.17
AT1G20700	4
AT1G20710	0
AT1G20720	11.83
AT1G20730	0
AT1G20735	0
AT1G20740	0
AT1G20750	0.50
AT1G20760	744
AT1G20770	347
AT1G20780	378
AT1G20790	0
AT1G20795	0
AT1G20800	0
AT1G20810	1326
AT1G20816	289.50
AT1G20820	0
AT1G20823	360
AT1G20830	267
AT1G20840	1531
AT1G20850	239.50
AT1G20860	0
AT1G20870	7
AT1G20875	0
AT1G20880	180.50
AT1G20890	195.00
AT1G20900	21
AT1G20910	287
AT1G20920	204
AT1G20925	0
AT1G20930	92
AT1G20940	0
AT1G20950	757.50
AT1G20960	735.50
AT1G20967	0
AT1G20970	259.50
AT1G20980	657
AT1G20990	3
AT1G21000	1009.50
AT1G21010	372
AT1G21050	533
AT1G21060	141
AT1G21065	2792.50
AT1G21070	163
AT1G21080	669
AT1G21090	131
AT1G21100	629.25
AT1G21110	282.25
AT1G21120	320.00
AT1G21130	7175.75
AT1G21140	17.83
AT1G21150	68.50
AT1G21160	162.75
AT1G21170	156.75
AT1G21190	636
AT1G21200	94.50
AT1G21202	0
AT1G21210	0
AT1G21230	0
AT1G21240	161.00
AT1G21245	8.00
AT1G21250	2635.33
AT1G21270	1381
AT1G21280	120
AT1G21281	0
AT1G21310	3459.83
AT1G21320	21
AT1G21323	0
AT1G21326	22
AT1G21327	0
AT1G21340	0
AT1G21350	907.00
AT1G21360	9
AT1G21370	246.33
AT1G21380	731.33
AT1G21390	185
AT1G21395	0
AT1G21400	397
AT1G21410	147
AT1G21420	0
AT1G21430	6
AT1G21440	1077.50
AT1G21450	181
AT1G21460	656.50
AT1G21470	5
AT1G21475	0
AT1G21480	203
AT1G21500	6525
AT1G21510	6
AT1G21520	1098.50
AT1G21528	0
AT1G21529	0
AT1G21530	2
AT1G21540	83
AT1G21550	193.50
AT1G21560	137
AT1G21580	290.50
AT1G21590	630.50
AT1G21600	2082
AT1G21610	171
AT1G21620	1
AT1G21630	848.50
AT1G21640	656
AT1G21650	184.50
AT1G21651	40
AT1G21660	636.75
AT1G21670	805
AT1G21680	2584.50
AT1G21690	253.25
AT1G21695	32
AT1G21700	153
AT1G21710	268
AT1G21720	1601.50
AT1G21722	0
AT1G21730	86
AT1G21738	0
AT1G21740	31
AT1G21750	1252
AT1G21760	481.33
AT1G21770	934.00
AT1G21780	1430.83
AT1G21790	187
AT1G21800	0
AT1G21810	7
AT1G21830	573
AT1G21835	0
AT1G21840	129
AT1G21850	0
AT1G21860	0
AT1G21864	0
AT1G21866	0
AT1G21870	0
AT1G21880	497.00
AT1G21890	7
AT1G21900	865.83
AT1G21910	118
AT1G21920	945
AT1G21925	0
AT1G21928	0
AT1G21930	383
AT1G21940	0
AT1G21950	0
AT1G21960	0
AT1G21970	0
AT1G21975	0
AT1G21980	344
AT1G21990	0
AT1G22000	6
AT1G22010	0
AT1G22015	0
AT1G22020	313.50
AT1G22030	132
AT1G22040	302
AT1G22050	133
AT1G22060	151
AT1G22065	33
AT1G22067	0
AT1G22070	639.50
AT1G22080	0
AT1G22090	0
AT1G22100	0
AT1G22110	17
AT1G22120	0
AT1G22130	3
AT1G22140	502
AT1G22150	0.50
AT1G22160	270.50
AT1G22170	97.50
AT1G22180	190
AT1G22190	1881
AT1G22200	494
AT1G22210	0
AT1G22220	41
AT1G22230	42
AT1G22240	2
AT1G22250	214
AT1G22260	13
AT1G22270	927.50
AT1G22275	5
AT1G22280	1152.25
AT1G22290	0
AT1G22300	2936.50
AT1G22310	57.50
AT1G22320	0
AT1G22330	381.50
AT1G22340	17
AT1G22360	850
AT1G22370	203.50
AT1G22380	18
AT1G22400	956
AT1G22403	61
AT1G22410	3087.50
AT1G22420	1
AT1G22430	632
AT1G22440	8
AT1G22450	1283.50
AT1G22460	0
AT1G22470	14
AT1G22480	2
AT1G22490	70
AT1G22500	312
AT1G22510	238
AT1G22520	839
AT1G22530	1746.50
AT1G22540	325.50
AT1G22550	279
AT1G22570	261.50
AT1G22590	536.83
AT1G22600	3
AT1G22610	516.50
AT1G22620	217.50
AT1G22630	3343
AT1G22640	283.17
AT1G22650	596.50
AT1G22651	0
AT1G22660	92
AT1G22670	0
AT1G22680	6
AT1G22690	2071.50
AT1G22700	2607.67
AT1G22710	1891
AT1G22720	0
AT1G22730	215
AT1G22740	339.00
AT1G22750	1364.50
AT1G22760	1
AT1G22767	0
AT1G22770	282.50
AT1G22780	2653.67
AT1G22790	567.50
AT1G22800	153.50
AT1G22810	29.50
AT1G22830	23
AT1G22840	2824.17
AT1G22850	2526.50
AT1G22860	97
AT1G22870	126
AT1G22880	209
AT1G22882	183
AT1G22885	477.25
AT1G22890	2208.50
AT1G22900	91
AT1G22910	952.50
AT1G22920	746.50
AT1G22930	785
AT1G22940	480.50
AT1G22950	186.50
AT1G22960	54
AT1G22970	252.50
AT1G22980	4
AT1G22985	121
AT1G22990	20
AT1G23000	48.50
AT1G23010	72
AT1G23020	679
AT1G23030	1074.50
AT1G23037	0
AT1G23040	270
AT1G23050	152.33
AT1G23052	152.33
AT1G23060	23
AT1G23070	0
AT1G23074	0
AT1G23080	3650.60
AT1G23090	1379
AT1G23100	175.33
AT1G23110	12.83
AT1G23120	3
AT1G23130	17695.25
AT1G23140	125
AT1G23145	0
AT1G23147	0
AT1G23149	47
AT1G23150	47
AT1G23160	0
AT1G23170	236.50
AT1G23180	276.50
AT1G23190	1148.50
AT1G23200	61
AT1G23201	0.50
AT1G23205	803
AT1G23210	0
AT1G23220	519.50
AT1G23230	227
AT1G23240	0
AT1G23250	0
AT1G23260	915
AT1G23270	0
AT1G23280	273.25
AT1G23290	2815.50
AT1G23300	0
AT1G23310	19301.00
AT1G23320	0
AT1G23330	95
AT1G23340	70
AT1G23350	11.50
AT1G23360	435
AT1G23380	42.50
AT1G23390	5452.83
AT1G23400	493
AT1G23410	132.50
AT1G23420	0
AT1G23440	879
AT1G23450	1
AT1G23460	51
AT1G23465	25
AT1G23480	180
AT1G23490	10395.75
AT1G23500	0
AT1G23510	4
AT1G23520	0
AT1G23530	36
AT1G23540	0
AT1G23550	119.50
AT1G23560	19.50
AT1G23570	0
AT1G23580	3
AT1G23590	0
AT1G23600	0
AT1G23610	0
AT1G23640	0
AT1G23650	0
AT1G23660	0
AT1G23670	0
AT1G23680	0
AT1G23690	0
AT1G23700	1
AT1G23710	377
AT1G23720	0.50
AT1G23724	0
AT1G23730	188
AT1G23740	4675.33
AT1G23750	186
AT1G23760	6
AT1G23770	0
AT1G23780	492.50
AT1G23790	20
AT1G23800	64
AT1G23810	1
AT1G23820	2244.50
AT1G23830	170.50
AT1G23840	294.50
AT1G23850	53.50
AT1G23860	676.50
AT1G23870	166
AT1G23880	39.50
AT1G23890	62.50
AT1G23900	356.50
AT1G23910	0
AT1G23935	4
AT1G23940	4
AT1G23950	595.50
AT1G23960	948.67
AT1G23965	44.50
AT1G23970	165
AT1G23980	99
AT1G24000	1
AT1G24010	0
AT1G24020	4012.83
AT1G24030	70.00
AT1G24040	403.00
AT1G24050	900.50
AT1G24060	0
AT1G24062	0
AT1G24068	0
AT1G24070	50
AT1G24080	0
AT1G24090	15
AT1G24095	58.50
AT1G24100	940.50
AT1G24110	0
AT1G24120	328
AT1G24130	1
AT1G24140	294.50
AT1G24145	526
AT1G24147	2807
AT1G24148	977.50
AT1G24150	221.50
AT1G24159	0
AT1G24160	334
AT1G24170	1691.50
AT1G24180	613.50
AT1G24190	182
AT1G24200	0
AT1G24210	50
AT1G24220	0
AT1G24230	0
AT1G24240	253
AT1G24250	0
AT1G24256	0
AT1G24260	19.00
AT1G24265	32
AT1G24267	654
AT1G24270	8
AT1G24280	180.50
AT1G24290	84.50
AT1G24300	331
AT1G24310	179
AT1G24320	10
AT1G24330	25
AT1G24340	188
AT1G24350	810
AT1G24360	2123.92
AT1G24380	1
AT1G24388	0
AT1G24390	0
AT1G24400	90
AT1G24405	17.50
AT1G24420	0
AT1G24430	2
AT1G24440	303
AT1G24450	339.50
AT1G24460	221
AT1G24470	42
AT1G24480	0
AT1G24485	0
AT1G24490	402
AT1G24510	1039
AT1G24520	0.50
AT1G24530	802.50
AT1G24540	0
AT1G24560	200.33
AT1G24570	0
AT1G24575	267
AT1G24577	51
AT1G24580	32
AT1G24590	0
AT1G24600	20
AT1G24610	541
AT1G24620	0
AT1G24625	436
AT1G24650	0
AT1G24706	186.50
AT1G24735	18.50
AT1G24764	226.50
AT1G24793	110.91
AT1G24800	460.02
AT1G24807	11.90
AT1G24822	384.21
AT1G24851	0
AT1G24880	679.35
AT1G24881	453.64
AT1G24909	9.00
AT1G24996	1267.16
AT1G25025	0
AT1G25054	1280.28
AT1G25055	459.43
AT1G25083	10.30
AT1G25097	815.05
AT1G25098	1492.24
AT1G25112	0
AT1G25141	0
AT1G25145	156.65
AT1G25150	447.50
AT1G25155	9.00
AT1G25175	911.43
AT1G25180	0
AT1G25210	155.32
AT1G25211	496.91
AT1G25220	1287.33
AT1G25230	670
AT1G25240	0
AT1G25250	54
AT1G25260	562.50
AT1G25270	0
AT1G25275	6170.58
AT1G25280	477
AT1G25290	400.50
AT1G25300	0
AT1G25310	0
AT1G25320	54.50
AT1G25330	2.50
AT1G25340	0
AT1G25350	541.00
AT1G25360	16
AT1G25370	239.83
AT1G25375	107
AT1G25380	353.50
AT1G25390	195
AT1G25400	450
AT1G25410	0
AT1G25420	690.00
AT1G25422	25
AT1G25425	275
AT1G25440	5813.17
AT1G25450	855
AT1G25460	16
AT1G25470	78.83
AT1G25472	78.83
AT1G25480	117
AT1G25490	1879.50
AT1G25500	146
AT1G25510	95.83
AT1G25520	472.50
AT1G25530	196
AT1G25540	240.50
AT1G25550	1287.50
AT1G25560	4573
AT1G25570	641
AT1G25580	126
AT1G25682	273.50
AT1G25988	0
AT1G26090	288
AT1G26100	172
AT1G26110	3013.50
AT1G26120	365
AT1G26130	111
AT1G26140	0
AT1G26150	632.00
AT1G26160	481.50
AT1G26170	184
AT1G26180	481
AT1G26190	100
AT1G26200	77.50
AT1G26208	238.17
AT1G26210	220.17
AT1G26218	524.67
AT1G26220	480.67
AT1G26230	255.00
AT1G26233	3
AT1G26235	5
AT1G26240	0
AT1G26250	0
AT1G26260	42
AT1G26270	372
AT1G26290	7
AT1G26300	208
AT1G26310	3
AT1G26320	0
AT1G26330	14
AT1G26340	390
AT1G26350	0
AT1G26355	0
AT1G26360	0
AT1G26370	125.25
AT1G26380	108
AT1G26390	205
AT1G26400	1
AT1G26410	74
AT1G26420	117
AT1G26430	0
AT1G26440	318.50
AT1G26450	36
AT1G26460	385
AT1G26470	611
AT1G26480	0
AT1G26490	0
AT1G26500	26
AT1G26510	0
AT1G26515	0
AT1G26520	48
AT1G26530	17.50
AT1G26540	11
AT1G26550	2263.50
AT1G26558	15
AT1G26560	242.33
AT1G26570	204
AT1G26580	479.50
AT1G26590	4
AT1G26600	37
AT1G26610	0.50
AT1G26620	75
AT1G26630	14704.75
AT1G26640	184.50
AT1G26650	351
AT1G26660	128
AT1G26665	544.50
AT1G26670	3300.83
AT1G26680	0
AT1G26690	455.50
AT1G26700	0
AT1G26710	0
AT1G26720	0
AT1G26730	65.50
AT1G26740	454.50
AT1G26750	444.50
AT1G26760	15.50
AT1G26761	248.50
AT1G26762	2
AT1G26770	2046.50
AT1G26771	0
AT1G26773	0
AT1G26780	6
AT1G26790	4
AT1G26795	0
AT1G26796	0
AT1G26797	0
AT1G26798	0
AT1G26799	0
AT1G26800	292
AT1G26810	48
AT1G26815	1
AT1G26820	194.17
AT1G26830	284.50
AT1G26840	40
AT1G26850	1976.25
AT1G26870	0
AT1G26880	2724.00
AT1G26890	0
AT1G26900	14
AT1G26910	230.50
AT1G26916	0
AT1G26920	329.50
AT1G26921	0
AT1G26930	50.50
AT1G26940	158
AT1G26945	764
AT1G26960	161.50
AT1G26970	0.50
AT1G26973	0
AT1G26975	0
AT1G26976	0
AT1G26985	0
AT1G27000	1288.50
AT1G27008	1
AT1G27020	1526.50
AT1G27030	138
AT1G27040	8
AT1G27045	49
AT1G27050	271
AT1G27060	48.50
AT1G27070	55.50
AT1G27080	0
AT1G27090	2728.50
