Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/WT2.sam
AT5G27120	386.83
AT5G27130	5
AT5G27140	0
AT5G27150	1954.50
AT5G27170	0
AT5G27200	0
AT5G27210	50
AT5G27220	4.50
AT5G27230	5.50
AT5G27238	0
AT5G27240	97.50
AT5G27247	14.50
AT5G27260	0
AT5G27270	228.83
AT5G27280	1131
AT5G27290	1223
AT5G27300	216
AT5G27310	0
AT5G27320	378
AT5G27330	131.50
AT5G27340	0
AT5G27350	1229.00
AT5G27360	282.50
AT5G27370	0
AT5G27380	2157
AT5G27390	1112
AT5G27395	250.50
AT5G27400	212.00
AT5G27410	452.00
AT5G27420	319
AT5G27430	502
AT5G27440	69
AT5G27450	400
AT5G27460	140
AT5G27470	1261.50
AT5G27490	141
AT5G27495	0
AT5G27510	0
AT5G27520	361.50
AT5G27530	0
AT5G27540	740
AT5G27550	131.50
AT5G27560	1325.58
AT5G27570	0
AT5G27580	0
AT5G27600	337
AT5G27606	0
AT5G27610	85
AT5G27620	168
AT5G27630	41
AT5G27640	1979.50
AT5G27650	380
AT5G27660	83.50
AT5G27670	1318
AT5G27680	60
AT5G27690	89
AT5G27700	2706.25
AT5G27710	211.50
AT5G27715	0
AT5G27720	1074
AT5G27730	440
AT5G27740	308
AT5G27750	80
AT5G27760	988.50
AT5G27770	2634
AT5G27780	1.50
AT5G27790	0.50
AT5G27800	0
AT5G27807	0
AT5G27810	0
AT5G27820	177
AT5G27830	431
AT5G27840	665
AT5G27850	5766.17
AT5G27860	809.50
AT5G27870	0
AT5G27880	0
AT5G27889	11
AT5G27890	60
AT5G27910	1
AT5G27920	170
AT5G27930	619
AT5G27940	4
AT5G27944	0
AT5G27945	0
AT5G27950	638.50
AT5G27960	0.19
AT5G27967	0
AT5G27970	664.50
AT5G27980	0
AT5G27990	503.19
AT5G28000	0
AT5G28010	39
AT5G28020	923.00
AT5G28030	128.50
AT5G28040	522
AT5G28050	1827.50
AT5G28052	0
AT5G28060	3843.67
AT5G28070	0
AT5G28080	0
AT5G28090	0
AT5G28150	288
AT5G28160	0
AT5G28180	0
AT5G28190	0
AT5G28210	10.50
AT5G28220	230.50
AT5G28235	0
AT5G28237	44
AT5G28262	15
AT5G28288	0
AT5G28290	214
AT5G28295	0
AT5G28300	344
AT5G28310	5.50
AT5G28320	114.50
AT5G28340	28.25
AT5G28350	805.50
AT5G28370	136.50
AT5G28380	11
AT5G28390	38.50
AT5G28400	157
AT5G28410	0
AT5G28420	1
AT5G28442	81.50
AT5G28450	25.50
AT5G28460	173.83
AT5G28463	0
AT5G28465	0
AT5G28470	0
AT5G28490	168
AT5G28491	0
AT5G28500	6937.75
AT5G28510	0
AT5G28520	1
AT5G28530	102
AT5G28540	4519.25
AT5G28550	0
AT5G28560	0
AT5G28590	0
AT5G28610	1
AT5G28615	0
AT5G28620	0
AT5G28630	217.50
AT5G28640	168
AT5G28642	0
AT5G28646	0
AT5G28650	7
AT5G28660	0
AT5G28680	0
AT5G28690	0
AT5G28720	0
AT5G28730	0
AT5G28740	749
AT5G28750	2709.50
AT5G28770	210
AT5G28780	0
AT5G28781	0
AT5G28800	0
AT5G28810	0
AT5G28820	0
AT5G28821	0
AT5G28823	0
AT5G28824	0
AT5G28830	250
AT5G28840	5484.33
AT5G28850	511.83
AT5G28885	0
AT5G28900	563.50
AT5G28910	31
AT5G28919	470.33
AT5G28920	237.33
AT5G28931	0
AT5G28950	0
AT5G28960	0
AT5G29000	265
AT5G29044	0
AT5G29050	0
AT5G29054	0
AT5G29070	0
AT5G29210	0
AT5G29231	0
AT5G29560	0
AT5G29613	0
AT5G29624	0
AT5G29807	0
AT5G30341	0
AT5G30490	285
AT5G30495	196
AT5G30500	0
AT5G30510	16171.17
AT5G30520	0
AT5G31412	0
AT5G32017	0
AT5G32440	1284.50
AT5G32450	937.50
AT5G32460	0
AT5G32470	446.17
AT5G32590	0
AT5G32597	0
AT5G32613	0
AT5G32619	0
AT5G33210	0
AT5G33280	546.50
AT5G33290	614.50
AT5G33300	18
AT5G33320	3153.50
AT5G33330	6.50
AT5G33340	0
AT5G33355	0
AT5G33370	515.50
AT5G33390	0
AT5G33393	0
AT5G33399	0
AT5G33406	0
AT5G33421	0
AT5G33439	0
AT5G33806	0
AT5G33898	0
AT5G34581	0
AT5G34780	0
AT5G34828	0
AT5G34829	0
AT5G34830	2
AT5G34850	3334.67
AT5G34869	0
AT5G34870	0
AT5G34871	0
AT5G34881	0
AT5G34882	0
AT5G34883	0
AT5G34885	0
AT5G34887	0
AT5G34905	0
AT5G34908	0
AT5G34930	230
AT5G34940	184
AT5G35050	0
AT5G35066	0
AT5G35069	0
AT5G35080	264.50
AT5G35090	0
AT5G35100	1877
AT5G35110	5
AT5G35120	2
AT5G35160	1871.50
AT5G35170	5002.33
AT5G35180	1165
AT5G35190	0
AT5G35195	0
AT5G35200	764
AT5G35210	1272.50
AT5G35220	1940.75
AT5G35230	0
AT5G35290	0
AT5G35300	0
AT5G35320	181
AT5G35330	366.50
AT5G35338	0
AT5G35360	4056.33
AT5G35370	305
AT5G35375	2
AT5G35380	0
AT5G35390	0
AT5G35400	150
AT5G35405	0
AT5G35407	3
AT5G35410	88
AT5G35430	578
AT5G35450	140.50
AT5G35460	706
AT5G35470	0
AT5G35475	0
AT5G35480	450.50
AT5G35490	274
AT5G35510	5
AT5G35520	133
AT5G35525	24
AT5G35526	0
AT5G35530	2367.00
AT5G35540	0
AT5G35550	0
AT5G35560	533.50
AT5G35570	528
AT5G35580	1
AT5G35590	1285.50
AT5G35600	0
AT5G35603	0
AT5G35604	0
AT5G35605	0
AT5G35610	0
AT5G35620	1577.33
AT5G35630	51244.93
AT5G35631	0
AT5G35640	3
AT5G35660	0
AT5G35670	137.50
AT5G35680	1174.50
AT5G35688	0
AT5G35690	472
AT5G35695	0
AT5G35698	0
AT5G35700	367
AT5G35715	0
AT5G35730	524
AT5G35732	80
AT5G35735	3436.75
AT5G35737	0
AT5G35740	345
AT5G35750	280.50
AT5G35753	170
AT5G35760	7
AT5G35770	1
AT5G35790	2071
AT5G35810	0
AT5G35830	0
AT5G35840	421.50
AT5G35870	0
AT5G35890	0
AT5G35900	0
AT5G35910	506.50
AT5G35917	0
AT5G35920	16
AT5G35926	35
AT5G35930	179
AT5G35940	3
AT5G35945	2
AT5G35950	2
AT5G35960	0
AT5G35970	2889.50
AT5G35980	1473
AT5G35995	160
AT5G36000	47.83
AT5G36001	53.83
AT5G36002	46.33
AT5G36080	0
AT5G36100	2
AT5G36110	0
AT5G36120	900.50
AT5G36130	0
AT5G36140	0
AT5G36150	0
AT5G36160	1724.67
AT5G36170	1700
AT5G36180	1
AT5G36190	0
AT5G36200	0
AT5G36210	1397.50
AT5G36220	483
AT5G36228	0
AT5G36230	3203
AT5G36240	0
AT5G36250	674
AT5G36260	14
AT5G36280	0
AT5G36290	1442.50
AT5G36300	0
AT5G36310	0
AT5G36320	0
AT5G36330	0
AT5G36340	0
AT5G36350	0
AT5G36360	0
AT5G36370	0
AT5G36380	0
AT5G36390	0
AT5G36400	0
AT5G36410	0
AT5G36420	0
AT5G36430	0
AT5G36440	0
AT5G36450	0
AT5G36460	0
AT5G36470	0
AT5G36480	0
AT5G36490	0
AT5G36500	0
AT5G36520	0
AT5G36540	0
AT5G36550	0
AT5G36657	0
AT5G36658	0
AT5G36659	0
AT5G36661	0
AT5G36662	0
AT5G36670	18.00
AT5G36680	0.50
AT5G36690	0
AT5G36700	6661.15
AT5G36710	85.33
AT5G36720	0
AT5G36722	0
AT5G36730	0
AT5G36738	0
AT5G36739	0
AT5G36740	24.00
AT5G36770	0.50
AT5G36780	0
AT5G36790	6926.70
AT5G36800	87.66
AT5G36805	0
AT5G36810	0
AT5G36820	0
AT5G36870	0
AT5G36880	2307.33
AT5G36890	526.83
AT5G36900	0
AT5G36910	109
AT5G36920	44
AT5G36925	49
AT5G36930	423.50
AT5G36940	664.33
AT5G36950	300
AT5G36960	7
AT5G36970	3
AT5G36980	0
AT5G37000	53
AT5G37010	88
AT5G37020	736
AT5G37030	0
AT5G37040	0
AT5G37050	0
AT5G37055	125
AT5G37060	0
AT5G37070	322.50
AT5G37130	644
AT5G37140	0
AT5G37150	0
AT5G37160	0
AT5G37170	0
AT5G37180	21
AT5G37190	147.50
AT5G37200	0
AT5G37210	0
AT5G37220	0
AT5G37230	0
AT5G37240	4
AT5G37250	0
AT5G37260	1283.50
AT5G37270	0
AT5G37280	0
AT5G37290	148.50
AT5G37300	42
AT5G37310	1087.50
AT5G37320	0
AT5G37340	51
AT5G37350	283.67
AT5G37351	0
AT5G37360	2372.50
AT5G37370	641.50
AT5G37380	258
AT5G37400	17
AT5G37410	26.50
AT5G37415	0
AT5G37420	3.50
AT5G37430	0.50
AT5G37440	39
AT5G37450	1
AT5G37460	0
AT5G37470	1
AT5G37473	0
AT5G37474	2
AT5G37475	788
AT5G37478	4
AT5G37480	377.50
AT5G37485	6.50
AT5G37490	0
AT5G37500	83
AT5G37510	3572
AT5G37520	0
AT5G37530	89
AT5G37540	97
AT5G37550	38
AT5G37560	0
AT5G37570	57
AT5G37590	85.50
AT5G37600	4097.50
AT5G37610	0
AT5G37620	0.50
AT5G37630	110
AT5G37640	0
AT5G37650	0
AT5G37660	64
AT5G37667	0
AT5G37670	29
AT5G37680	260
AT5G37690	19
AT5G37710	201
AT5G37720	688
AT5G37730	0
AT5G37740	234
AT5G37750	1
AT5G37760	8
AT5G37770	1662.33
AT5G37780	2024.50
AT5G37790	169
AT5G37795	0
AT5G37800	0
AT5G37810	0
AT5G37820	0
AT5G37830	1150
AT5G37840	0
AT5G37850	847.50
AT5G37860	0
AT5G37870	0
AT5G37890	104
AT5G37900	0
AT5G37910	0
AT5G37920	0
AT5G37930	199
AT5G37940	2
AT5G37950	10
AT5G37960	0
AT5G37970	0
AT5G37980	6
AT5G37990	3
AT5G38000	2
AT5G38005	19
AT5G38010	36
AT5G38020	3
AT5G38030	4
AT5G38040	36
AT5G38050	50
AT5G38060	150.50
AT5G38070	23.50
AT5G38080	0
AT5G38090	0
AT5G38100	4
AT5G38110	168.50
AT5G38120	79.50
AT5G38130	2
AT5G38140	141
AT5G38150	213
AT5G38155	0
AT5G38160	0
AT5G38170	0
AT5G38180	0
AT5G38190	0
AT5G38195	0
AT5G38197	0
AT5G38200	12
AT5G38210	236.17
AT5G38212	211.17
AT5G38220	318
AT5G38240	72.50
AT5G38250	18.50
AT5G38260	0
AT5G38270	0
AT5G38280	9
AT5G38290	550.50
AT5G38300	58
AT5G38310	7
AT5G38314	0
AT5G38317	0
AT5G38320	4
AT5G38330	0
AT5G38340	25.37
AT5G38344	1.50
AT5G38350	4
AT5G38360	302.50
AT5G38370	0
AT5G38378	0
AT5G38380	274.25
AT5G38386	0
AT5G38390	0.58
AT5G38396	3.67
AT5G38400	0
AT5G38410	242842.45
AT5G38420	111820.38
AT5G38430	100987.12
AT5G38435	0
AT5G38440	0
AT5G38450	0
AT5G38460	193.33
AT5G38470	2494.00
AT5G38480	3874.50
AT5G38490	0.25
AT5G38500	0.25
AT5G38510	1113.50
AT5G38520	3842.50
AT5G38530	736.19
AT5G38540	0.58
AT5G38550	4
AT5G38560	795.50
AT5G38565	48
AT5G38570	0
AT5G38580	0
AT5G38590	134.67
AT5G38600	359
AT5G38610	53
AT5G38620	0
AT5G38630	513
AT5G38640	460
AT5G38650	480.00
AT5G38660	4937.17
AT5G38670	0.33
AT5G38680	1
AT5G38690	115
AT5G38700	2
AT5G38710	56
AT5G38720	141
AT5G38730	34
AT5G38740	0
AT5G38750	2
AT5G38760	0
AT5G38770	14
AT5G38780	13
AT5G38790	0
AT5G38800	0
AT5G38810	0
AT5G38820	3
AT5G38830	842
AT5G38840	269.50
AT5G38850	163
AT5G38860	135
AT5G38880	318
AT5G38890	157
AT5G38895	199
AT5G38900	164
AT5G38905	0
AT5G38910	0
AT5G38920	0
AT5G38930	26.75
AT5G38940	77.75
AT5G38950	0
AT5G38960	0
AT5G38970	12
AT5G38980	4237.50
AT5G38990	1991.50
AT5G39000	19
AT5G39010	0
AT5G39020	311.50
AT5G39024	0
AT5G39030	288.50
AT5G39040	506.50
AT5G39050	332.83
AT5G39080	535.33
AT5G39090	58.33
AT5G39100	0
AT5G39110	0
AT5G39120	1
AT5G39130	3.97
AT5G39140	0
AT5G39150	0
AT5G39160	27.77
AT5G39170	0
AT5G39180	0
AT5G39190	44.27
AT5G39200	0
AT5G39210	889
AT5G39220	14
AT5G39230	0
AT5G39240	19
AT5G39250	154.50
AT5G39260	5.83
AT5G39270	0
AT5G39280	0
AT5G39290	0
AT5G39300	0
AT5G39310	0
AT5G39320	791
AT5G39330	3
AT5G39340	372
AT5G39350	81
AT5G39360	271
AT5G39365	0
AT5G39370	0
AT5G39380	61
AT5G39390	1
AT5G39400	3
AT5G39410	744
AT5G39420	4
AT5G39430	0
AT5G39440	0
AT5G39450	176
AT5G39460	0
AT5G39470	0
AT5G39471	7
AT5G39480	0.17
AT5G39490	0.17
AT5G39493	0
AT5G39500	415.33
AT5G39510	1129
AT5G39520	51
AT5G39530	1543.50
AT5G39535	1.50
AT5G39540	0
AT5G39550	236
AT5G39560	0
AT5G39570	6387.83
AT5G39580	2.50
AT5G39581	0
AT5G39590	1879
AT5G39600	391
AT5G39610	43
AT5G39620	0
AT5G39630	0
AT5G39635	0
AT5G39640	0
AT5G39645	0
AT5G39650	0
AT5G39660	136.50
AT5G39670	336
AT5G39680	18
AT5G39690	0
AT5G39693	0
AT5G39700	0
AT5G39710	158
AT5G39720	9
AT5G39730	565
AT5G39740	5222.50
AT5G39750	0
AT5G39760	409.50
AT5G39770	0
AT5G39785	68
AT5G39790	261
AT5G39800	148
AT5G39810	0
AT5G39820	0
AT5G39830	1971.00
AT5G39840	99
AT5G39850	146
AT5G39860	72
AT5G39865	23
AT5G39870	0
AT5G39880	0
AT5G39890	22
AT5G39895	0
AT5G39900	86
AT5G39910	0
AT5G39920	0
AT5G39930	0
AT5G39940	240.50
AT5G39950	1166
AT5G39960	116
AT5G39970	19
AT5G39980	147.50
AT5G39990	399
AT5G40000	0
AT5G40010	12.50
AT5G40020	22
AT5G40030	20
AT5G40040	2
AT5G40050	0
AT5G40060	309
AT5G40070	0
AT5G40080	131
AT5G40090	9
AT5G40100	3
AT5G40120	0
AT5G40140	205
AT5G40150	239
AT5G40155	8.50
AT5G40160	462.50
AT5G40170	880
AT5G40180	8
AT5G40190	354
AT5G40200	476
AT5G40210	33
AT5G40220	0
AT5G40230	40
AT5G40240	215
AT5G40250	378
AT5G40260	0
AT5G40270	90
AT5G40275	0
AT5G40280	234
AT5G40290	0
AT5G40300	319
AT5G40310	3
AT5G40316	0
AT5G40320	0
AT5G40330	135
AT5G40340	345.50
AT5G40348	1.50
AT5G40350	5.50
AT5G40360	1
AT5G40370	2777.50
AT5G40380	672.50
AT5G40382	5.50
AT5G40384	0
AT5G40390	784.50
AT5G40395	1
AT5G40400	72
AT5G40405	77
AT5G40410	12
AT5G40420	0
AT5G40430	0
AT5G40440	101.50
AT5G40450	2121.50
AT5G40460	43
AT5G40470	112
AT5G40480	383.50
AT5G40490	341
AT5G40500	389.50
AT5G40510	8
AT5G40520	121
AT5G40530	124
AT5G40540	158.50
AT5G40545	0
AT5G40550	100
AT5G40560	0
AT5G40570	44.67
AT5G40580	854.83
AT5G40590	0
AT5G40595	0
AT5G40600	93
AT5G40610	583.50
AT5G40620	0
AT5G40630	13
AT5G40640	119.50
AT5G40645	2.50
AT5G40650	770.50
AT5G40660	323.50
AT5G40670	1044
AT5G40680	0
AT5G40690	133
AT5G40700	36
AT5G40710	202
AT5G40720	183
AT5G40730	36
AT5G40740	273
AT5G40750	0
AT5G40760	419
AT5G40770	1590
AT5G40780	1334.25
AT5G40790	0
AT5G40800	2
AT5G40810	3334.00
AT5G40820	43
AT5G40830	571.50
AT5G40840	24
AT5G40847	0
AT5G40850	3013.33
AT5G40855	1
AT5G40860	0
AT5G40870	442.50
AT5G40880	197.83
AT5G40890	1692
AT5G40900	0
AT5G40910	786.83
AT5G40930	535
AT5G40940	0
AT5G40945	0
AT5G40950	10265.67
AT5G40960	47
AT5G40970	142
AT5G40980	32.50
AT5G40981	0
AT5G40990	5
AT5G41000	110
AT5G41010	393
AT5G41020	135
AT5G41030	4
AT5G41040	51
AT5G41050	370.50
AT5G41060	172
AT5G41070	69
AT5G41071	0
AT5G41080	53
AT5G41090	0
AT5G41100	232.25
AT5G41109	2.50
AT5G41110	108.50
AT5G41120	123.75
AT5G41130	131.25
AT5G41140	365.50
AT5G41150	238
AT5G41160	25
AT5G41170	22
AT5G41180	183
AT5G41190	565.50
AT5G41200	0
AT5G41210	1671.50
AT5G41220	221.25
AT5G41240	123.50
AT5G41250	0
AT5G41260	713.50
AT5G41265	0
AT5G41270	89.50
AT5G41280	0
AT5G41290	0
AT5G41300	0
AT5G41310	0
AT5G41315	23
AT5G41320	53.50
AT5G41330	222.50
AT5G41340	425.50
AT5G41350	186
AT5G41360	199.52
AT5G41370	571.48
AT5G41380	0
AT5G41390	0
AT5G41400	387
AT5G41401	0
AT5G41410	891
AT5G41420	0
AT5G41430	0
AT5G41440	0
AT5G41450	0
AT5G41460	452.50
AT5G41470	11
AT5G41471	0
AT5G41480	196.50
AT5G41490	0
AT5G41500	0
AT5G41510	0
AT5G41520	4416.00
AT5G41530	0
AT5G41540	0
AT5G41550	11
AT5G41560	159
AT5G41570	0
AT5G41580	153.50
AT5G41590	2
AT5G41600	787.50
AT5G41605	0
AT5G41610	57
AT5G41612	33
AT5G41614	0
AT5G41620	68.33
AT5G41630	0
AT5G41640	1
AT5G41650	39
AT5G41660	0.33
AT5G41663	5
AT5G41670	1929
AT5G41675	0
AT5G41680	391.50
AT5G41685	420.50
AT5G41690	52
AT5G41700	6537.50
AT5G41720	0
AT5G41730	4
AT5G41740	691.50
AT5G41750	414.00
AT5G41760	410.50
AT5G41761	126
AT5G41765	0
AT5G41770	768.33
AT5G41774	0
AT5G41780	2
AT5G41790	1239
AT5G41800	228
AT5G41810	416
AT5G41820	13
AT5G41830	1
AT5G41840	0
AT5G41850	82.25
AT5G41860	48.75
AT5G41870	330.50
AT5G41880	177.50
AT5G41890	2.50
AT5G41900	480.50
AT5G41905	1
AT5G41908	3
AT5G41910	116
AT5G41920	525.50
AT5G41940	644.75
AT5G41950	1323.00
AT5G41960	486.50
AT5G41970	931
AT5G41980	66.33
AT5G41990	346.17
AT5G41992	346.17
AT5G42000	269.50
AT5G42010	57
AT5G42020	3848.83
AT5G42030	925.50
AT5G42040	11
AT5G42050	2422.50
AT5G42053	0
AT5G42060	181.33
AT5G42070	1187.50
AT5G42080	3586.00
AT5G42090	1347.83
AT5G42092	431.33
AT5G42100	2760.50
AT5G42110	472.50
AT5G42120	2
AT5G42130	1274.50
AT5G42140	308
AT5G42146	74
AT5G42150	352.50
AT5G42170	0
AT5G42180	0
AT5G42190	1574.50
AT5G42200	68.50
AT5G42203	0
AT5G42210	20
AT5G42220	807.50
AT5G42223	0
AT5G42230	2
AT5G42232	0
AT5G42235	0
AT5G42240	910.50
AT5G42242	0
AT5G42250	337
AT5G42260	0
AT5G42270	15271.75
AT5G42280	95
AT5G42290	0
AT5G42300	3586.50
AT5G42310	1036.50
AT5G42320	439.50
AT5G42325	0
AT5G42330	39
AT5G42340	0
AT5G42350	188
AT5G42360	258.50
AT5G42370	55
AT5G42380	98
AT5G42390	5038.17
AT5G42400	233.50
AT5G42405	0
AT5G42410	0
AT5G42420	710.50
AT5G42430	0
AT5G42440	175
AT5G42450	35
AT5G42460	72
AT5G42470	326
AT5G42480	899
AT5G42490	0
AT5G42500	5
AT5G42504	0
AT5G42510	0
AT5G42520	679
AT5G42530	34779.33
AT5G42540	650.50
AT5G42560	515.50
AT5G42567	0
AT5G42570	555
AT5G42580	0
AT5G42590	0
AT5G42591	0
AT5G42600	0
AT5G42610	2.50
AT5G42620	828.50
AT5G42630	4
AT5G42635	0
AT5G42640	0
AT5G42650	10136.50
AT5G42655	0
AT5G42660	225.50
AT5G42670	199.50
AT5G42680	139
AT5G42690	38
AT5G42700	22
AT5G42710	5
AT5G42720	449.33
AT5G42740	1755.00
AT5G42750	331.50
AT5G42760	347.83
AT5G42765	1124.50
AT5G42770	151
AT5G42780	64
AT5G42785	0
AT5G42790	2084.83
AT5G42797	0
AT5G42800	377
AT5G42810	302.50
AT5G42820	1207
AT5G42825	680.83
AT5G42830	129
AT5G42840	14
AT5G42850	1118.50
AT5G42860	287.50
AT5G42870	695.50
AT5G42880	43.50
AT5G42890	803
AT5G42895	0
AT5G42900	666.50
AT5G42905	0
AT5G42910	0
AT5G42920	391
AT5G42930	2
AT5G42940	684.50
AT5G42950	1493
AT5G42955	0
AT5G42957	0
AT5G42960	615
AT5G42965	5
AT5G42970	550.00
AT5G42980	10974.58
AT5G42990	406
AT5G43000	0
AT5G43010	865.50
AT5G43020	404.50
AT5G43030	3
AT5G43040	16
AT5G43050	343.50
AT5G43060	729.50
AT5G43066	0
AT5G43070	206
AT5G43080	63
AT5G43090	0
AT5G43100	908.00
AT5G43110	0
AT5G43120	2
AT5G43130	654.50
AT5G43140	249
AT5G43150	422
AT5G43160	115.67
AT5G43170	90.17
AT5G43175	0
AT5G43180	17
AT5G43185	0
AT5G43190	326
AT5G43200	0
AT5G43210	85
AT5G43211	0
AT5G43230	0
AT5G43240	1
AT5G43245	0
AT5G43250	67
AT5G43260	647.50
AT5G43270	625.50
AT5G43280	459
AT5G43285	0
AT5G43290	6
AT5G43300	2
AT5G43310	438.67
AT5G43320	1643.50
AT5G43330	690
AT5G43340	0
AT5G43350	4.50
AT5G43360	0
AT5G43370	1.50
AT5G43380	55
AT5G43390	0
AT5G43400	105
AT5G43401	0
AT5G43403	47.50
AT5G43410	0
AT5G43420	123
AT5G43430	363
AT5G43440	690
AT5G43450	258
AT5G43455	0
AT5G43460	1199.50
AT5G43470	1938.33
AT5G43480	2.50
AT5G43490	0.50
AT5G43500	294
AT5G43510	0
AT5G43513	0
AT5G43518	0
AT5G43520	0
AT5G43525	0
AT5G43530	7
AT5G43535	0
AT5G43540	0
AT5G43550	0
AT5G43560	507.50
AT5G43570	0
AT5G43580	39
AT5G43590	0
AT5G43600	525
AT5G43603	0
AT5G43610	0
AT5G43620	84
AT5G43630	592
AT5G43640	0
AT5G43650	4
AT5G43660	3
AT5G43670	350
AT5G43680	188.33
AT5G43690	18
AT5G43695	0
AT5G43700	673
AT5G43710	203
AT5G43720	428
AT5G43725	40.50
AT5G43730	74.50
AT5G43740	311
AT5G43745	644.50
AT5G43750	3478.50
AT5G43755	0
AT5G43760	4240
AT5G43770	24.50
AT5G43780	2235.83
AT5G43790	107
AT5G43810	442
AT5G43820	27
AT5G43822	74
AT5G43830	4702.33
AT5G43840	0
AT5G43850	1201
AT5G43860	146.50
AT5G43870	827
AT5G43880	577
AT5G43890	18
AT5G43900	853.00
AT5G43910	257.50
AT5G43920	233.50
AT5G43930	352
AT5G43935	0
AT5G43940	6586.17
AT5G43950	258.17
AT5G43960	1586.50
AT5G43970	1359.50
AT5G43980	55
AT5G43990	122
AT5G44000	581.50
AT5G44005	257
AT5G44010	149.50
AT5G44020	8068.83
AT5G44030	182
AT5G44040	74
AT5G44050	185
AT5G44060	336
AT5G44065	1
AT5G44070	2145
AT5G44080	210
AT5G44090	923.00
AT5G44100	877
AT5G44110	260
AT5G44120	1
AT5G44130	4279.50
AT5G44140	2
AT5G44150	70
AT5G44160	15
AT5G44170	223.50
AT5G44180	718
AT5G44190	2143
AT5G44200	497
AT5G44210	51.50
AT5G44220	4
AT5G44230	79
AT5G44240	523
AT5G44250	303.50
AT5G44260	29
AT5G44265	0
AT5G44270	4
AT5G44280	69
AT5G44283	0
AT5G44286	6
AT5G44290	1292.50
AT5G44300	0
AT5G44306	5
AT5G44310	0
AT5G44316	0
AT5G44320	1164.50
AT5G44330	0
AT5G44340	7309.00
AT5G44345	0
AT5G44350	13
AT5G44360	1
AT5G44370	297
AT5G44375	0
AT5G44380	16.50
AT5G44390	38.50
AT5G44400	261.50
AT5G44410	405.67
AT5G44420	6516.67
AT5G44430	3030.17
AT5G44440	15
AT5G44450	371
AT5G44460	4
AT5G44470	0
AT5G44480	37
AT5G44490	56
AT5G44495	0
AT5G44500	148
AT5G44510	260
AT5G44520	968
AT5G44530	353.50
AT5G44540	3.50
AT5G44550	132.50
AT5G44560	120.50
AT5G44562	72.50
AT5G44565	141
AT5G44568	1253
AT5G44569	80.50
AT5G44570	11
AT5G44572	57
AT5G44574	3
AT5G44575	20
AT5G44578	25
AT5G44580	1894.83
AT5G44582	83.67
AT5G44585	20
AT5G44590	0
AT5G44600	290
AT5G44610	1
AT5G44620	38
AT5G44630	0
AT5G44635	156
AT5G44640	0
AT5G44650	2360
AT5G44660	197.50
AT5G44670	232.50
AT5G44680	1570.50
AT5G44690	2
AT5G44700	0
AT5G44705	0
AT5G44710	201
AT5G44720	1358.50
AT5G44730	376
AT5G44740	69
AT5G44750	441.33
AT5G44760	0
AT5G44770	0
AT5G44780	49
AT5G44785	537
AT5G44790	933
AT5G44800	655
AT5G44820	247.50
AT5G44830	0
AT5G44840	0
AT5G44850	0
AT5G44860	446.50
AT5G44870	442
AT5G44894	0
AT5G44900	0
AT5G44910	20
AT5G44920	22
AT5G44930	178
AT5G44940	0
AT5G44950	0
AT5G44960	0
AT5G44970	0
AT5G44973	6
AT5G44980	22
AT5G44990	3
AT5G45000	47
AT5G45010	818
AT5G45020	105
AT5G45030	490.50
AT5G45040	162.67
AT5G45050	409
AT5G45060	393
AT5G45070	2
AT5G45080	26
AT5G45090	7
AT5G45095	2
AT5G45100	488
AT5G45105	0
AT5G45110	645
AT5G45113	0
AT5G45120	0.50
AT5G45130	1424.50
AT5G45140	283
AT5G45150	5
AT5G45160	327.50
AT5G45170	1053.67
AT5G45180	0
AT5G45190	398
AT5G45200	0
AT5G45210	2
AT5G45220	35.50
AT5G45230	0
AT5G45240	9
AT5G45250	442.50
AT5G45260	364
AT5G45275	145
AT5G45280	862
AT5G45290	275
AT5G45300	305
AT5G45307	0
AT5G45310	20
AT5G45320	18
AT5G45330	103
AT5G45340	260
AT5G45350	1728.75
AT5G45360	538.50
AT5G45370	113
AT5G45380	507
AT5G45390	6687.50
AT5G45400	59
AT5G45410	1105.50
AT5G45420	761.50
AT5G45428	1773.83
AT5G45430	1773.83
AT5G45440	15
AT5G45450	0
AT5G45460	85
AT5G45469	0.50
AT5G45470	359.33
AT5G45472	307.83
AT5G45475	170.58
AT5G45480	547.25
AT5G45490	1672
AT5G45500	1335
AT5G45510	1808.50
AT5G45520	18
AT5G45530	27
AT5G45540	10
AT5G45550	1272.00
AT5G45560	123
AT5G45570	0
AT5G45573	2
AT5G45580	9
AT5G45590	210
AT5G45600	281
AT5G45610	169
AT5G45620	757.50
AT5G45630	18
AT5G45640	0
AT5G45650	1066.50
AT5G45660	123
AT5G45670	821.58
AT5G45680	3279.17
AT5G45690	0
AT5G45700	128
AT5G45710	209
AT5G45715	0
AT5G45720	35
AT5G45730	14
AT5G45740	6
AT5G45745	0
AT5G45750	781.50
AT5G45760	111.50
AT5G45770	22
AT5G45775	2790.00
AT5G45780	86.50
AT5G45790	19
AT5G45800	892
AT5G45810	6
AT5G45820	291.17
AT5G45830	26
AT5G45840	109
AT5G45850	8
AT5G45860	4
AT5G45870	2
AT5G45875	0
AT5G45880	0
AT5G45890	0
AT5G45900	239
AT5G45910	0
AT5G45920	33
AT5G45930	1881.83
AT5G45940	212.83
AT5G45950	1233.33
AT5G45960	45
AT5G45970	20
AT5G45973	0
AT5G45980	0
AT5G45990	12
AT5G46000	0
AT5G46010	0
