Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/WT2.sam
AT1G70350	125
AT1G70360	71
AT1G70370	5201
AT1G70380	0
AT1G70390	0
AT1G70400	0
AT1G70410	5189.75
AT1G70420	140
AT1G70430	55
AT1G70440	0
AT1G70450	0
AT1G70460	2
AT1G70470	75
AT1G70480	448.50
AT1G70490	4621.25
AT1G70500	6
AT1G70505	78
AT1G70510	27
AT1G70518	112
AT1G70520	624.50
AT1G70530	242.50
AT1G70540	0
AT1G70550	283.50
AT1G70560	175.50
AT1G70570	909
AT1G70580	1477.50
AT1G70581	4
AT1G70590	360
AT1G70600	5744
AT1G70610	677.50
AT1G70620	904
AT1G70630	98
AT1G70640	11
AT1G70645	0
AT1G70650	494.50
AT1G70660	482.50
AT1G70670	227
AT1G70680	0
AT1G70690	147.50
AT1G70700	3414.75
AT1G70710	515
AT1G70720	2
AT1G70730	4381.33
AT1G70740	293.25
AT1G70750	290
AT1G70760	3038.25
AT1G70770	3475.75
AT1G70780	1942.25
AT1G70782	1942.25
AT1G70790	129
AT1G70800	87
AT1G70810	664.50
AT1G70820	3141.17
AT1G70830	4176.50
AT1G70840	0
AT1G70850	22
AT1G70860	0
AT1G70870	0
AT1G70880	2.50
AT1G70890	1494
AT1G70895	108
AT1G70900	734
AT1G70910	0
AT1G70920	7
AT1G70940	2320
AT1G70944	0
AT1G70949	0
AT1G70950	15
AT1G70960	0
AT1G70970	0
AT1G70980	411.50
AT1G70985	76
AT1G70990	3
AT1G71000	14
AT1G71002	0
AT1G71010	767.50
AT1G71015	19
AT1G71020	443
AT1G71030	197
AT1G71040	1273
AT1G71050	201
AT1G71060	64
AT1G71070	555
AT1G71080	548
AT1G71090	866.50
AT1G71100	588
AT1G71110	126
AT1G71120	0
AT1G71130	303
AT1G71140	202
AT1G71150	0
AT1G71160	0
AT1G71170	406.67
AT1G71180	470.50
AT1G71190	339.50
AT1G71200	0
AT1G71210	185
AT1G71220	1111.83
AT1G71230	93
AT1G71235	0
AT1G71240	283
AT1G71250	13
AT1G71260	390.00
AT1G71270	444
AT1G71280	0.25
AT1G71290	0
AT1G71300	2.50
AT1G71310	205
AT1G71320	0
AT1G71330	30.50
AT1G71340	454
AT1G71350	308.50
AT1G71360	181.50
AT1G71370	0.75
AT1G71380	0
AT1G71390	6
AT1G71400	29.50
AT1G71410	790.50
AT1G71420	17
AT1G71430	243
AT1G71440	403
AT1G71450	0.50
AT1G71460	239
AT1G71470	0
AT1G71480	786.50
AT1G71490	248.50
AT1G71500	9136.67
AT1G71520	2
AT1G71528	42.50
AT1G71530	42.50
AT1G71680	0
AT1G71690	3
AT1G71691	4
AT1G71692	6
AT1G71695	2860.67
AT1G71696	217
AT1G71697	230.50
AT1G71700	0.50
AT1G71710	580
AT1G71720	665.50
AT1G71730	755
AT1G71740	5
AT1G71750	182.00
AT1G71760	10
AT1G71770	6
AT1G71780	367
AT1G71790	324
AT1G71800	246
AT1G71810	790.67
AT1G71820	990.50
AT1G71828	2.33
AT1G71830	89.83
AT1G71840	963.00
AT1G71850	111
AT1G71860	965.00
AT1G71865	112
AT1G71866	20
AT1G71870	49
AT1G71880	3240.33
AT1G71890	20
AT1G71900	401
AT1G71910	65
AT1G71920	36.50
AT1G71930	15
AT1G71940	180.50
AT1G71950	787.75
AT1G71960	175
AT1G71970	262
AT1G71980	1022.50
AT1G71990	99
AT1G72000	4
AT1G72010	1148
AT1G72020	2982
AT1G72030	1233.50
AT1G72040	888
AT1G72050	456
AT1G72060	38.50
AT1G72070	46.50
AT1G72080	0
AT1G72090	519
AT1G72100	2.50
AT1G72110	0
AT1G72120	77
AT1G72125	0
AT1G72130	530.50
AT1G72140	17
AT1G72141	0
AT1G72150	9792.50
AT1G72160	1285.25
AT1G72170	481.50
AT1G72175	218
AT1G72180	2095.33
AT1G72190	194.83
AT1G72200	30
AT1G72210	77
AT1G72220	9
AT1G72230	130.33
AT1G72240	104
AT1G72250	79.67
AT1G72260	14
AT1G72270	135
AT1G72280	169.50
AT1G72290	0
AT1G72300	393
AT1G72310	203.50
AT1G72320	392.50
AT1G72330	365
AT1G72340	801.50
AT1G72350	0
AT1G72360	54
AT1G72370	9708.50
AT1G72390	562
AT1G72410	403.25
AT1G72416	628.83
AT1G72420	112.00
AT1G72430	1985
AT1G72440	415
AT1G72450	2247.17
AT1G72460	0
AT1G72470	442.17
AT1G72480	644.25
AT1G72490	0
AT1G72500	452.50
AT1G72510	1428.75
AT1G72520	1218
AT1G72530	36
AT1G72540	31
AT1G72550	842.83
AT1G72560	369
AT1G72570	0.67
AT1G72580	0
AT1G72590	1
AT1G72600	20737.12
AT1G72610	20679.12
AT1G72620	9
AT1G72630	343.50
AT1G72640	1006.50
AT1G72645	370.50
AT1G72650	302.00
AT1G72660	5.50
AT1G72670	113.50
AT1G72680	248
AT1G72690	40
AT1G72700	438
AT1G72710	2360
AT1G72720	11
AT1G72730	215
AT1G72740	584.83
AT1G72750	1518.50
AT1G72760	6
AT1G72770	539
AT1G72780	0
AT1G72790	381.50
AT1G72800	132
AT1G72810	250
AT1G72820	417
AT1G72830	105
AT1G72840	97.50
AT1G72850	21.50
AT1G72852	18
AT1G72855	42.67
AT1G72860	43.17
AT1G72870	4
AT1G72880	681.50
AT1G72890	199.50
AT1G72900	761
AT1G72910	1283.92
AT1G72920	217.33
AT1G72930	5722.25
AT1G72940	416.67
AT1G72950	24
AT1G72960	14.17
AT1G72970	1708.50
AT1G72980	0
AT1G72990	152
AT1G73000	0
AT1G73010	28
AT1G73020	220
AT1G73030	1297
AT1G73040	31
AT1G73050	0
AT1G73060	4180.00
AT1G73066	5.75
AT1G73080	680.17
AT1G73090	340
AT1G73100	300.50
AT1G73110	1353.11
AT1G73120	0
AT1G73130	100
AT1G73140	6
AT1G73150	107.50
AT1G73160	0
AT1G73165	0
AT1G73170	965.50
AT1G73177	189
AT1G73180	573.50
AT1G73190	10
AT1G73200	577
AT1G73210	47
AT1G73220	27
AT1G73230	2557.50
AT1G73240	304
AT1G73250	317
AT1G73260	45
AT1G73270	1
AT1G73280	0
AT1G73290	0
AT1G73300	0
AT1G73310	64.50
AT1G73320	102.50
AT1G73325	185
AT1G73330	374
AT1G73340	0
AT1G73350	240.00
AT1G73360	144
AT1G73370	44
AT1G73380	290.50
AT1G73390	431.50
AT1G73400	36
AT1G73410	0
AT1G73430	527.50
AT1G73440	132.50
AT1G73450	162.27
AT1G73460	366.23
AT1G73470	959
AT1G73480	566.00
AT1G73490	614
AT1G73500	661
AT1G73510	0
AT1G73530	929
AT1G73540	217
AT1G73550	7
AT1G73560	0
AT1G73570	109.50
AT1G73580	0
AT1G73590	248.50
AT1G73600	5979.92
AT1G73602	5970.92
AT1G73603	0
AT1G73607	0
AT1G73610	0
AT1G73620	184
AT1G73630	192.50
AT1G73640	34
AT1G73650	1153.50
AT1G73655	5226.83
AT1G73660	663.50
AT1G73670	489.50
AT1G73680	532
AT1G73687	3
AT1G73690	36
AT1G73700	18
AT1G73710	277.33
AT1G73720	332
AT1G73730	240.50
AT1G73740	475
AT1G73750	415.50
AT1G73760	555
AT1G73770	96.50
AT1G73780	0
AT1G73790	116
AT1G73805	845.50
AT1G73810	118
AT1G73820	233
AT1G73830	134
AT1G73840	564.00
AT1G73850	40
AT1G73860	0
AT1G73870	297
AT1G73875	155
AT1G73880	156
AT1G73885	6692
AT1G73890	48
AT1G73900	0
AT1G73910	3
AT1G73920	1014
AT1G73930	437.50
AT1G73940	545
AT1G73950	258.50
AT1G73960	553.50
AT1G73965	3
AT1G73970	191.50
AT1G73980	447.50
AT1G73990	1389.33
AT1G74000	58.50
AT1G74010	20
AT1G74020	354
AT1G74030	291
AT1G74040	992.50
AT1G74045	0
AT1G74050	3534.92
AT1G74055	4
AT1G74060	2837.92
AT1G74070	1835.00
AT1G74080	2
AT1G74088	51
AT1G74090	1085
AT1G74100	1434
AT1G74110	0
AT1G74120	101.50
AT1G74130	0
AT1G74140	2
AT1G74150	26.50
AT1G74160	340
AT1G74170	237
AT1G74180	71
AT1G74190	0
AT1G74200	31.50
AT1G74205	36.67
AT1G74210	398.67
AT1G74220	0
AT1G74230	2040.00
AT1G74240	75
AT1G74250	430.50
AT1G74260	1455.50
AT1G74270	1660
AT1G74280	170
AT1G74290	97
AT1G74300	257
AT1G74310	176
AT1G74320	260
AT1G74330	379.50
AT1G74340	337.50
AT1G74350	21.50
AT1G74360	178.50
AT1G74370	361.50
AT1G74380	1198.50
AT1G74390	120
AT1G74400	21
AT1G74410	272
AT1G74420	54
AT1G74430	160.50
AT1G74440	375.50
AT1G74448	0
AT1G74450	527
AT1G74453	74.50
AT1G74456	89.50
AT1G74458	32
AT1G74460	19
AT1G74470	20429.11
AT1G74480	2.50
AT1G74490	11
AT1G74500	0
AT1G74510	451.50
AT1G74520	809.50
AT1G74530	392
AT1G74540	16
AT1G74545	12.50
AT1G74550	62
AT1G74560	826.50
AT1G74570	0
AT1G74580	67
AT1G74590	65
AT1G74600	71
AT1G74610	0
AT1G74620	0
AT1G74630	19
AT1G74640	1264.50
AT1G74650	41.50
AT1G74660	26
AT1G74670	1774.50
AT1G74680	304
AT1G74690	864.33
AT1G74700	99.50
AT1G74710	632
AT1G74720	932.17
AT1G74730	5939.50
AT1G74740	295
AT1G74750	230.83
AT1G74770	33
AT1G74780	292
AT1G74790	479
AT1G74800	274
AT1G74810	185
AT1G74820	0
AT1G74830	0
AT1G74840	502
AT1G74850	1065
AT1G74860	63.50
AT1G74870	8
AT1G74875	35
AT1G74880	2132.50
AT1G74890	132.50
AT1G74900	197.50
AT1G74910	2480
AT1G74920	3411
AT1G74929	6
AT1G74930	85
AT1G74940	402
AT1G74950	907.50
AT1G74960	3726.75
AT1G74970	7108.50
AT1G74990	0
AT1G75000	90.50
AT1G75010	503.50
AT1G75020	270
AT1G75030	147
AT1G75040	4333
AT1G75050	9
AT1G75060	50
AT1G75070	0
AT1G75080	640.50
AT1G75090	55.50
AT1G75100	563
AT1G75110	20
AT1G75120	53
AT1G75130	348
AT1G75140	426.50
AT1G75150	88
AT1G75160	0
AT1G75163	21
AT1G75166	20
AT1G75170	197.50
AT1G75180	607
AT1G75190	157.50
AT1G75200	445.50
AT1G75210	820.50
AT1G75220	1862.00
AT1G75230	350.50
AT1G75240	350
AT1G75250	38
AT1G75260	6
AT1G75270	553
AT1G75280	1265.33
AT1G75290	9.67
AT1G75295	49.00
AT1G75300	46.00
AT1G75310	192.75
AT1G75330	2445.00
AT1G75335	50
AT1G75340	335.00
AT1G75350	5983.50
AT1G75360	29
AT1G75370	1196.50
AT1G75380	7534.25
AT1G75388	40.50
AT1G75390	40.50
AT1G75400	348
AT1G75410	531.50
AT1G75420	293.50
AT1G75430	0
AT1G75440	142
AT1G75450	95
AT1G75460	3570.67
AT1G75470	0
AT1G75490	10
AT1G75500	3440
AT1G75510	515.50
AT1G75520	12
AT1G75530	0
AT1G75540	317
AT1G75550	57
AT1G75560	858.00
AT1G75570	0
AT1G75580	64
AT1G75590	29
AT1G75600	0
AT1G75620	10
AT1G75630	2244.50
AT1G75640	62.50
AT1G75650	0
AT1G75660	1185
AT1G75670	165
AT1G75680	2089
AT1G75690	3891.17
AT1G75700	3
AT1G75710	488
AT1G75717	0
AT1G75720	5
AT1G75730	139
AT1G75740	0
AT1G75750	11055.00
AT1G75760	500.50
AT1G75770	120.50
AT1G75780	337
AT1G75790	0
AT1G75800	2517
AT1G75810	368
AT1G75820	1049.75
AT1G75830	2.50
AT1G75840	1227
AT1G75850	468
AT1G75860	377.50
AT1G75870	0
AT1G75880	93.50
AT1G75890	9
AT1G75891	3
AT1G75900	542
AT1G75910	0
AT1G75920	3
AT1G75930	0
AT1G75940	1.50
AT1G75950	5246.50
AT1G75960	523
AT1G75970	0
AT1G75980	162.00
AT1G75990	501.50
AT1G76000	0
AT1G76010	4047.00
AT1G76020	415.50
AT1G76030	3825.00
AT1G76040	239.50
AT1G76050	479.83
AT1G76060	255.83
AT1G76062	25.50
AT1G76065	53.50
AT1G76070	94
AT1G76080	10376
AT1G76090	887
AT1G76100	5489
AT1G76110	513
AT1G76120	126.50
AT1G76130	479
AT1G76135	3
AT1G76140	1278
AT1G76150	895
AT1G76160	5636.50
AT1G76170	83
AT1G76180	8593.00
AT1G76185	88.50
AT1G76190	20
AT1G76200	2640.50
AT1G76210	0
AT1G76220	3
AT1G76230	1
AT1G76240	252
AT1G76250	7
AT1G76260	246
AT1G76270	207
AT1G76280	225
AT1G76290	0.50
AT1G76300	448
AT1G76310	70
AT1G76320	163
AT1G76330	0
AT1G76340	299
AT1G76350	237
AT1G76360	817.50
AT1G76370	0
AT1G76380	136.50
AT1G76390	240
AT1G76400	898.50
AT1G76405	300
AT1G76410	31
AT1G76420	19
AT1G76430	0
AT1G76440	159
AT1G76450	2607.33
AT1G76460	454.50
AT1G76470	0.50
AT1G76480	0
AT1G76490	6125.50
AT1G76500	0
AT1G76510	314
AT1G76520	1421
AT1G76530	27
AT1G76540	197
AT1G76550	444
AT1G76560	95
AT1G76570	383
AT1G76580	285.50
AT1G76590	168
AT1G76600	204
AT1G76610	19
AT1G76620	382.33
AT1G76630	450.50
AT1G76640	3
AT1G76650	155
AT1G76660	432
AT1G76670	2221.83
AT1G76680	1417.50
AT1G76690	136.50
AT1G76700	333.17
AT1G76705	39
AT1G76710	175
AT1G76720	70
AT1G76728	0
AT1G76730	1608.50
AT1G76740	31
AT1G76750	0
AT1G76760	23
AT1G76770	2
AT1G76780	3
AT1G76790	298
AT1G76800	44
AT1G76810	1512.58
AT1G76820	56.25
AT1G76830	0
AT1G76840	0
AT1G76850	1305.25
AT1G76860	831.00
AT1G76870	84.33
AT1G76878	493.50
AT1G76880	579.50
AT1G76890	280.67
AT1G76892	254.67
AT1G76900	598.50
AT1G76910	0
AT1G76920	441.33
AT1G76930	916.50
AT1G76940	270
AT1G76950	509.25
AT1G76952	2.50
AT1G76954	0
AT1G76955	260.50
AT1G76960	1504.50
AT1G76965	0
AT1G76970	425.50
AT1G76980	168
AT1G76990	2298.33
AT1G76994	0
AT1G77000	126
AT1G77010	11
AT1G77020	81.50
AT1G77030	330.50
AT1G77040	0
AT1G77060	932
AT1G77080	712.50
AT1G77090	1295
AT1G77093	0
AT1G77100	0
AT1G77110	54
AT1G77120	249
AT1G77122	514
AT1G77130	608.50
AT1G77138	6
AT1G77140	274
AT1G77145	27
AT1G77150	0
AT1G77160	0
AT1G77170	78
AT1G77180	1492.25
AT1G77190	0
AT1G77200	37
AT1G77210	543.50
AT1G77220	267
AT1G77230	176.67
AT1G77235	0
AT1G77240	114
AT1G77250	107.50
AT1G77260	817.50
AT1G77270	65
AT1G77280	129.50
AT1G77290	85
AT1G77300	424
AT1G77310	71
AT1G77320	104
AT1G77330	20
AT1G77340	0
AT1G77350	416.50
AT1G77360	19
AT1G77370	739
AT1G77380	17
AT1G77390	9
AT1G77400	72.50
AT1G77405	15
AT1G77410	43
AT1G77420	281.50
AT1G77440	705.50
AT1G77450	92
AT1G77460	351
AT1G77470	212.50
AT1G77480	332
AT1G77490	3408.33
AT1G77500	283
AT1G77510	1281.75
AT1G77520	19
AT1G77525	0
AT1G77530	0
AT1G77540	326.50
AT1G77550	260.50
AT1G77560	0
AT1G77570	28
AT1G77580	139
AT1G77590	897.25
AT1G77600	191
AT1G77610	900
AT1G77620	81.75
AT1G77630	288
AT1G77640	66
AT1G77650	0
AT1G77655	0
AT1G77660	257.50
AT1G77670	719.50
AT1G77680	909.50
AT1G77682	0
AT1G77690	128
AT1G77700	34
AT1G77710	1723.50
AT1G77720	135
AT1G77730	0
AT1G77740	1313.50
AT1G77746	0
AT1G77750	416
AT1G77760	2501.50
AT1G77765	23.50
AT1G77770	323.83
AT1G77780	4
AT1G77790	1
AT1G77800	714
AT1G77810	160.50
AT1G77815	0
AT1G77830	0
AT1G77840	1010.50
AT1G77850	281
AT1G77855	19
AT1G77860	1
AT1G77870	34.33
AT1G77880	4.33
AT1G77885	85.50
AT1G77890	171
AT1G77910	0
AT1G77920	209
AT1G77930	1368.50
AT1G77932	1.50
AT1G77940	3196.50
AT1G77950	0
AT1G77960	10.50
AT1G77980	0
AT1G77990	369
AT1G77992	58
AT1G78000	78
AT1G78010	588.50
AT1G78020	5499.39
AT1G78030	87
AT1G78040	8408.67
AT1G78050	63.50
AT1G78060	614
AT1G78070	765
AT1G78080	4018.17
AT1G78090	10
AT1G78100	1696.50
AT1G78110	128
AT1G78120	40
AT1G78130	215.33
AT1G78140	1157.83
AT1G78150	1278.00
AT1G78160	0.50
AT1G78170	328
AT1G78172	12.50
AT1G78180	465
AT1G78190	62.50
AT1G78200	468
AT1G78206	4
AT1G78210	967.50
AT1G78220	0
AT1G78230	756
AT1G78240	1384.50
AT1G78250	0
AT1G78260	157
AT1G78265	341.33
AT1G78270	342.83
AT1G78280	422
AT1G78290	428
AT1G78300	3438
AT1G78310	96
AT1G78320	22
AT1G78340	2.50
AT1G78360	1
AT1G78370	6524
AT1G78380	7602
AT1G78390	1
AT1G78400	0
AT1G78410	185
AT1G78420	386.50
AT1G78430	41
AT1G78440	9
AT1G78450	280.17
AT1G78460	1638.20
AT1G78470	0
AT1G78476	38.00
AT1G78478	17.00
AT1G78480	34.50
AT1G78490	629
AT1G78500	9
AT1G78510	957
AT1G78520	0
AT1G78530	52.50
AT1G78540	115
AT1G78550	124.50
AT1G78560	962.00
AT1G78570	3860.50
AT1G78580	553.50
AT1G78590	195
AT1G78600	731.83
AT1G78610	497
AT1G78620	2089.20
AT1G78630	14104.50
AT1G78640	0
AT1G78650	100
AT1G78660	743.58
AT1G78670	821.50
AT1G78680	1669.58
AT1G78690	250.83
AT1G78700	296.33
AT1G78710	72.83
AT1G78720	0
AT1G78730	115
AT1G78740	0
AT1G78750	19
AT1G78760	1
AT1G78770	87.50
AT1G78780	14.50
AT1G78790	234
AT1G78800	268
AT1G78810	156.33
AT1G78815	5
AT1G78820	1314
AT1G78830	5242.50
AT1G78840	0
AT1G78850	6459.50
AT1G78860	48.50
AT1G78865	62
AT1G78870	1045.50
AT1G78880	496.17
AT1G78882	496.17
AT1G78890	601
AT1G78895	269.50
AT1G78900	11515.33
AT1G78910	104.33
AT1G78915	874.33
AT1G78920	2529.33
AT1G78922	113
AT1G78930	44
AT1G78940	28.50
AT1G78950	34.33
AT1G78955	15
AT1G78960	150
AT1G78970	217.83
AT1G78980	6.50
AT1G78990	23
AT1G78995	763
AT1G79000	787
AT1G79010	2334.50
AT1G79020	183.50
AT1G79030	264
AT1G79040	106535.17
AT1G79050	907.50
AT1G79060	124
AT1G79070	152
AT1G79075	191
AT1G79080	381
AT1G79090	1064.50
AT1G79100	1
AT1G79110	1180.25
AT1G79120	9
AT1G79130	0
AT1G79150	145
AT1G79160	487.50
AT1G79170	17
AT1G79180	0
AT1G79190	228.50
AT1G79200	131
AT1G79210	1087.50
AT1G79220	51
AT1G79230	2375
AT1G79240	0
AT1G79250	0
AT1G79260	225
AT1G79270	483
AT1G79280	709
AT1G79290	0
AT1G79300	0
AT1G79310	0
AT1G79320	1
AT1G79330	7
AT1G79340	2708.33
AT1G79350	876.50
AT1G79360	15
AT1G79370	0
AT1G79380	1093
AT1G79390	354.50
AT1G79400	22.50
AT1G79410	214.50
AT1G79420	46
AT1G79430	174.50
AT1G79440	2785.67
AT1G79450	39
AT1G79460	171
AT1G79470	174
AT1G79480	10
AT1G79490	83.50
AT1G79500	926.33
AT1G79510	490.33
AT1G79520	207
AT1G79529	91.17
AT1G79530	374.17
AT1G79540	152
AT1G79550	6314.17
AT1G79560	1284
AT1G79570	674.00
AT1G79580	0
AT1G79590	485
AT1G79600	3425.50
AT1G79610	276
AT1G79620	88.50
AT1G79630	181.17
AT1G79640	193.50
AT1G79650	604
AT1G79660	352
AT1G79670	374.50
AT1G79680	42.12
AT1G79690	961
AT1G79700	142.50
AT1G79710	247.00
AT1G79720	332.50
AT1G79730	637.83
AT1G79740	346
AT1G79750	4761.25
AT1G79760	26
AT1G79770	31.50
AT1G79780	8.50
AT1G79790	1075.25
AT1G79800	0
AT1G79810	388.50
AT1G79820	337
AT1G79830	1355.00
AT1G79840	2066.12
AT1G79850	9156.22
AT1G79860	0
AT1G79870	1721.00
AT1G79880	157
AT1G79890	15
AT1G79900	8.50
AT1G79910	59
AT1G79915	9.50
AT1G79920	3943.08
AT1G79930	3292.75
AT1G79940	1465.50
AT1G79950	219.50
AT1G79960	36
AT1G79970	650.50
AT1G79980	1.50
AT1G79990	1812.50
AT1G80000	1149.50
AT1G80010	524.50
AT1G80030	2080.50
AT1G80040	1469.50
AT1G80050	475.50
AT1G80060	46
AT1G80070	2647
AT1G80080	358
AT1G80090	0
AT1G80100	2.50
AT1G80110	66
AT1G80120	88
AT1G80130	261
AT1G80133	0
AT1G80140	0
AT1G80150	97.33
AT1G80160	3
AT1G80170	153
AT1G80180	1336
AT1G80190	122
AT1G80200	13
AT1G80210	312
AT1G80220	0
AT1G80230	1241.17
AT1G80240	3
AT1G80245	91
AT1G80250	0
AT1G80260	555.33
AT1G80270	188.50
AT1G80280	1240
AT1G80290	164
AT1G80300	1862.50
AT1G80310	713
AT1G80320	26.50
AT1G80325	26.50
AT1G80330	0
AT1G80340	21
AT1G80350	480
AT1G80360	1327
AT1G80370	40
AT1G80380	6901.50
AT1G80390	1
AT1G80400	355.50
AT1G80410	1680.50
AT1G80420	295.50
AT1G80430	1.50
AT1G80440	583.50
AT1G80450	85
AT1G80460	1173.50
AT1G80470	0
AT1G80480	2684.17
AT1G80490	802.50
AT1G80500	977.50
AT1G80510	311
AT1G80520	45
AT1G80530	1029.75
AT1G80540	7
AT1G80550	239
AT1G80555	8
AT1G80560	909
AT1G80570	37
AT1G80580	0
AT1G80590	0
AT1G80600	3224
AT1G80610	212
AT1G80620	388
AT1G80630	92
AT1G80640	652.67
AT1G80650	165.50
AT1G80660	0
AT1G80670	486.50
AT1G80680	458.50
AT1G80690	105
AT1G80700	171.50
AT1G80710	52
AT1G80720	107
AT1G80730	4
AT1G80740	0
AT1G80745	0
AT1G80750	432
AT1G80760	197.50
AT1G80770	1101
AT1G80780	807
AT1G80790	548
AT1G80810	82
AT1G80820	27
AT1G80830	651
AT1G80831	0
AT1G80840	273.50
AT1G80850	258
AT1G80860	566.50
AT1G80865	3
AT1G80870	240
AT1G80880	55
AT1G80890	253
AT1G80900	94.50
AT1G80910	442.50
AT1G80920	1198
AT1G80930	772
AT1G80940	816.50
AT1G80950	685.50
AT1G80960	70.50
AT1G80970	30
AT1G80980	111.50
AT1G80990	0
AT2G01008	55.75
AT2G01010	6930.25
AT2G01020	842.50
AT2G01021	1999.25
AT2G01023	1
AT2G01050	0
AT2G01060	727.50
AT2G01070	493
AT2G01080	242
AT2G01090	222.83
AT2G01100	484.50
AT2G01110	4432.50
AT2G01120	120
AT2G01130	275
AT2G01140	3385.67
AT2G01150	132.33
AT2G01160	0
AT2G01170	839
AT2G01175	9.50
AT2G01180	638
AT2G01190	881.50
AT2G01200	3.50
AT2G01210	71.50
AT2G01220	811.50
AT2G01240	0
AT2G01250	5153.75
AT2G01260	541.50
AT2G01270	806.50
AT2G01275	10
AT2G01280	447.50
AT2G01290	1318.33
AT2G01300	47
AT2G01310	0
AT2G01320	1617
AT2G01330	109
AT2G01340	273.33
AT2G01350	963.83
AT2G01360	0
AT2G01370	0
AT2G01390	48.33
AT2G01400	285.50
AT2G01410	520
AT2G01420	3263.50
AT2G01422	0
AT2G01430	4
AT2G01440	485
AT2G01450	1671.83
AT2G01460	238
AT2G01470	765
AT2G01480	263
AT2G01490	1135.50
AT2G01500	0
AT2G01505	86
AT2G01510	19
AT2G01520	7
AT2G01530	2
AT2G01540	273
AT2G01554	1
AT2G01560	0
AT2G01570	2317.50
AT2G01580	0
AT2G01590	1100.83
AT2G01600	1162.67
AT2G01610	80
AT2G01620	587.17
AT2G01630	454.17
AT2G01640	121
AT2G01650	444
AT2G01660	117.50
AT2G01667	0
AT2G01670	1258.50
AT2G01680	944.50
AT2G01690	792.50
AT2G01710	342
AT2G01720	1511.00
AT2G01730	24
AT2G01735	232.50
AT2G01740	13.50
AT2G01750	90
AT2G01755	466
AT2G01760	126.50
AT2G01770	0
AT2G01780	0.50
AT2G01790	0
AT2G01800	0
AT2G01810	0
AT2G01818	6
AT2G01820	1863.50
AT2G01830	244.50
AT2G01850	3610.17
AT2G01860	159
AT2G01870	305
AT2G01880	1
AT2G01890	49
AT2G01900	5
AT2G01905	6
AT2G01910	621
AT2G01913	48
AT2G01918	170
AT2G01920	0
AT2G01930	265.50
AT2G01940	84
AT2G01950	195.50
AT2G01960	7.67
AT2G01970	1755.17
AT2G01980	309.50
AT2G01990	92.50
AT2G02000	0
AT2G02010	56
AT2G02020	109.50
AT2G02023	0
AT2G02026	0
AT2G02030	0
AT2G02040	806.50
AT2G02050	1647.50
AT2G02060	82
AT2G02061	10
AT2G02070	1493
AT2G02080	505
AT2G02090	554
AT2G02100	2583.50
AT2G02103	0
AT2G02120	0
AT2G02130	1639
AT2G02140	0
AT2G02147	4
AT2G02148	87
AT2G02150	85
AT2G02160	1200
AT2G02170	244
AT2G02180	899
AT2G02220	466
AT2G02230	163.50
AT2G02240	5
AT2G02250	1
AT2G02280	0
AT2G02290	0.50
AT2G02300	0
AT2G02310	5
AT2G02320	0
AT2G02340	4
AT2G02350	39
AT2G02360	607
AT2G02370	125
AT2G02380	6.50
AT2G02390	756
AT2G02400	390.50
AT2G02410	264
AT2G02440	0
AT2G02450	283
AT2G02470	410
AT2G02480	104
AT2G02490	0
AT2G02498	1
AT2G02500	633
AT2G02510	1151
AT2G02515	0
AT2G02520	0
AT2G02540	41
AT2G02550	0
AT2G02560	826.50
AT2G02570	656.00
AT2G02580	13
AT2G02590	189
AT2G02600	0
AT2G02610	0
AT2G02620	0
AT2G02630	1
AT2G02640	0
AT2G02650	0
AT2G02660	0
AT2G02680	1
AT2G02690	0
AT2G02700	0
AT2G02710	388
AT2G02720	5
AT2G02730	212
AT2G02740	411.50
AT2G02741	3
AT2G02750	67.50
AT2G02760	2346.50
AT2G02770	155.50
AT2G02780	190.50
AT2G02790	215
AT2G02795	0
AT2G02800	792.50
AT2G02810	436.00
AT2G02820	125.50
AT2G02835	0
AT2G02840	0
AT2G02850	157
AT2G02860	509.50
AT2G02870	660.50
AT2G02880	88
AT2G02890	0
AT2G02900	0
AT2G02910	147
AT2G02930	21
AT2G02950	296
AT2G02955	93
AT2G02960	516
AT2G02970	643
AT2G02980	50
AT2G02990	16
AT2G03000	0
AT2G03010	63.50
AT2G03020	10
AT2G03030	0
AT2G03040	4
AT2G03050	124
AT2G03060	121
AT2G03070	239
AT2G03090	241
AT2G03110	11
AT2G03120	1511.50
AT2G03130	0
AT2G03140	521
AT2G03150	483.50
AT2G03160	0
AT2G03170	0
AT2G03180	0
AT2G03190	0
AT2G03200	9
AT2G03210	0
AT2G03220	270.50
AT2G03230	0
AT2G03240	377
AT2G03250	0
AT2G03260	19
AT2G03270	81.50
AT2G03280	140.50
AT2G03290	0
AT2G03300	0
AT2G03310	421.50
AT2G03320	0
AT2G03330	163
AT2G03340	564.33
AT2G03350	735.33
AT2G03360	0
AT2G03370	0
AT2G03380	16.50
AT2G03390	1023.00
AT2G03410	609.83
AT2G03420	604.83
AT2G03430	192.33
AT2G03440	2941.83
AT2G03445	0
AT2G03450	118.50
AT2G03460	2
AT2G03470	386
AT2G03480	468.50
AT2G03490	0
AT2G03500	96
AT2G03505	39
AT2G03510	497.50
AT2G03520	0
AT2G03530	619
AT2G03550	1430.50
AT2G03560	0
AT2G03565	0
AT2G03570	0
AT2G03580	0
AT2G03590	28.58
AT2G03600	0.92
AT2G03610	0
