Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/R51.sam
AT1G13440	24016.92
AT1G13448	24.50
AT1G13450	345.50
AT1G13460	388
AT1G13470	1849
AT1G13480	10
AT1G13485	0
AT1G13490	0.50
AT1G13500	0
AT1G13510	0
AT1G13520	94.50
AT1G13530	18
AT1G13540	24
AT1G13550	13
AT1G13560	1397.50
AT1G13570	179
AT1G13580	115
AT1G13590	0
AT1G13600	11
AT1G13605	0
AT1G13607	0
AT1G13608	6
AT1G13609	113
AT1G13610	2
AT1G13620	0
AT1G13630	39
AT1G13635	5
AT1G13640	852.50
AT1G13650	206.50
AT1G13670	25
AT1G13680	4
AT1G13690	322.50
AT1G13700	112.50
AT1G13710	46
AT1G13720	0
AT1G13730	459
AT1G13740	128.50
AT1G13750	632
AT1G13755	0
AT1G13760	0
AT1G13770	225
AT1G13780	117
AT1G13790	62
AT1G13800	19
AT1G13810	82.50
AT1G13820	1181.00
AT1G13830	102.50
AT1G13840	0
AT1G13850	0
AT1G13860	455
AT1G13870	265
AT1G13880	494.50
AT1G13890	0
AT1G13900	567.50
AT1G13910	87
AT1G13920	58.50
AT1G13930	11599.50
AT1G13940	261
AT1G13950	321.00
AT1G13960	451
AT1G13970	119
AT1G13980	822.50
AT1G13990	1468.50
AT1G14000	1519.33
AT1G14010	900.33
AT1G14020	403
AT1G14030	790.17
AT1G14040	94
AT1G14048	0
AT1G14060	231
AT1G14070	63.50
AT1G14071	1.50
AT1G14080	30
AT1G14100	4
AT1G14110	0
AT1G14120	79
AT1G14130	214
AT1G14140	268
AT1G14150	2131
AT1G14160	49.50
AT1G14170	421
AT1G14180	115
AT1G14185	2.50
AT1G14190	26.50
AT1G14200	231
AT1G14205	68.83
AT1G14210	232.33
AT1G14220	0
AT1G14225	0
AT1G14230	600.75
AT1G14240	31
AT1G14250	433.25
AT1G14260	84
AT1G14270	1394.00
AT1G14280	623.50
AT1G14290	414.50
AT1G14300	214.50
AT1G14310	262
AT1G14315	8
AT1G14320	9142.25
AT1G14330	466.50
AT1G14340	423.50
AT1G14345	2179.75
AT1G14350	262
AT1G14360	1214.50
AT1G14370	645.50
AT1G14380	539
AT1G14390	33.50
AT1G14400	2338.50
AT1G14410	814.50
AT1G14420	1
AT1G14430	194
AT1G14440	155
AT1G14450	1358.50
AT1G14455	3
AT1G14460	308
AT1G14470	12
AT1G14480	48
AT1G14490	18
AT1G14500	0
AT1G14510	810
AT1G14518	0
AT1G14520	185.50
AT1G14530	148
AT1G14540	11
AT1G14549	0
AT1G14550	0
AT1G14560	384.50
AT1G14570	867.50
AT1G14580	399.50
AT1G14590	164
AT1G14600	82
AT1G14610	1506.00
AT1G14620	288.50
AT1G14630	35
AT1G14640	63.75
AT1G14642	8.50
AT1G14650	1007.67
AT1G14660	66
AT1G14670	2887.67
AT1G14680	10
AT1G14685	540.50
AT1G14686	1
AT1G14687	46
AT1G14688	0
AT1G14690	522.50
AT1G14700	337
AT1G14710	988.50
AT1G14720	1276
AT1G14730	25
AT1G14740	1472
AT1G14750	16
AT1G14755	0
AT1G14760	2
AT1G14770	82
AT1G14780	35
AT1G14790	677.50
AT1G14800	36.83
AT1G14810	1631.83
AT1G14820	599
AT1G14830	1630.50
AT1G14840	463.50
AT1G14850	563
AT1G14860	6
AT1G14870	324.50
AT1G14880	20368.75
AT1G14890	116
AT1G14900	257
AT1G14910	766.33
AT1G14920	1438.50
AT1G14930	0
AT1G14940	0
AT1G14950	0
AT1G14960	0
AT1G14970	97.50
AT1G14980	1552.67
AT1G14990	266.50
AT1G15000	165.50
AT1G15002	5.50
AT1G15010	18
AT1G15015	0
AT1G15020	368
AT1G15030	722.50
AT1G15040	44.50
AT1G15045	0
AT1G15050	2
AT1G15060	600.50
AT1G15080	80
AT1G15090	0
AT1G15100	291.50
AT1G15110	119
AT1G15120	2571
AT1G15125	875
AT1G15130	1659
AT1G15140	2677.83
AT1G15150	8.67
AT1G15160	75.83
AT1G15165	103.50
AT1G15170	188.25
AT1G15175	71.50
AT1G15180	734.75
AT1G15190	15
AT1G15200	731.00
AT1G15210	11
AT1G15215	100.50
AT1G15220	90
AT1G15230	487.50
AT1G15240	677
AT1G15250	272
AT1G15260	388.50
AT1G15270	2122.25
AT1G15280	809.50
AT1G15290	2210
AT1G15310	53
AT1G15320	0
AT1G15330	0
AT1G15340	1167.83
AT1G15350	305
AT1G15360	0
AT1G15370	538.50
AT1G15380	4
AT1G15385	0
AT1G15390	745
AT1G15400	632.50
AT1G15405	69.50
AT1G15410	292
AT1G15415	25
AT1G15420	225.67
AT1G15430	267.50
AT1G15440	417
AT1G15450	0
AT1G15460	0
AT1G15470	405
AT1G15480	137
AT1G15490	190.83
AT1G15500	2508.50
AT1G15510	206.50
AT1G15520	5483
AT1G15530	235
AT1G15540	0
AT1G15550	36
AT1G15570	130
AT1G15580	31
AT1G15590	0
AT1G15600	0
AT1G15610	0
AT1G15620	0
AT1G15630	3
AT1G15640	3
AT1G15650	0
AT1G15660	226
AT1G15670	545
AT1G15680	0
AT1G15690	20755.83
AT1G15700	50
AT1G15710	444
AT1G15720	47
AT1G15730	748.50
AT1G15740	1412
AT1G15750	3703.50
AT1G15757	0
AT1G15760	31
AT1G15770	0
AT1G15772	1
AT1G15780	946.50
AT1G15790	389.83
AT1G15800	129.50
AT1G15810	1082.17
AT1G15820	33781.67
AT1G15825	17
AT1G15830	58
AT1G15840	0
AT1G15850	0
AT1G15860	799.25
AT1G15870	22.33
AT1G15880	566.50
AT1G15885	103.50
AT1G15890	163
AT1G15900	4
AT1G15910	356.67
AT1G15920	250.50
AT1G15930	2829.33
AT1G15940	358
AT1G15950	1749.33
AT1G15960	575
AT1G15970	346
AT1G15980	5083.92
AT1G15990	55.50
AT1G16000	363
AT1G16010	827.50
AT1G16020	437.50
AT1G16022	0
AT1G16025	0
AT1G16030	92
AT1G16040	236
AT1G16060	103
AT1G16070	33
AT1G16080	4389.00
AT1G16090	167.50
AT1G16100	0
AT1G16110	350.50
AT1G16120	0
AT1G16130	110
AT1G16150	6
AT1G16160	3
AT1G16170	301.50
AT1G16180	3727.50
AT1G16190	309.83
AT1G16210	1292.50
AT1G16220	72
AT1G16225	4
AT1G16230	0
AT1G16240	1040.50
AT1G16250	145
AT1G16260	902.50
AT1G16270	494
AT1G16280	177.50
AT1G16290	0
AT1G16300	109.00
AT1G16310	55
AT1G16320	1053
AT1G16330	28.50
AT1G16340	308.50
AT1G16350	836
AT1G16360	2
AT1G16370	28.50
AT1G16380	0.50
AT1G16390	109
AT1G16400	93.75
AT1G16410	2329.50
AT1G16420	127
AT1G16430	84
AT1G16440	1
AT1G16445	50
AT1G16450	0
AT1G16460	1377.50
AT1G16470	1740.50
AT1G16480	47
AT1G16489	19
AT1G16490	27
AT1G16500	368
AT1G16510	399
AT1G16515	30
AT1G16520	465.50
AT1G16530	53
AT1G16540	184
AT1G16560	1436.50
AT1G16570	288
AT1G16590	58
AT1G16610	895.00
AT1G16630	53
AT1G16635	2
AT1G16640	28
AT1G16650	128
AT1G16670	492.50
AT1G16680	341
AT1G16690	152.50
AT1G16700	1622.75
AT1G16705	8
AT1G16710	679
AT1G16720	2940.50
AT1G16730	188.25
AT1G16740	504
AT1G16750	227.50
AT1G16760	0
AT1G16770	13
AT1G16780	278
AT1G16790	195.50
AT1G16800	104
AT1G16810	925.50
AT1G16820	60.50
AT1G16825	70
AT1G16830	42
AT1G16840	727.50
AT1G16850	197
AT1G16858	435.33
AT1G16860	435.33
AT1G16870	506.50
AT1G16880	13940.75
AT1G16890	2308.25
AT1G16900	455
AT1G16905	0
AT1G16910	0
AT1G16916	146
AT1G16920	627
AT1G16930	106
AT1G16940	0
AT1G16950	0
AT1G16960	103
AT1G16970	332
AT1G16980	0
AT1G17000	0.25
AT1G17010	0
AT1G17020	78
AT1G17030	11
AT1G17040	87.50
AT1G17050	1262.50
AT1G17060	82
AT1G17070	279.50
AT1G17080	970
AT1G17090	102
AT1G17100	3278.50
AT1G17110	838.50
AT1G17120	641
AT1G17130	750
AT1G17140	762.50
AT1G17145	281.83
AT1G17147	107
AT1G17150	0
AT1G17160	524
AT1G17170	105
AT1G17180	9
AT1G17190	110
AT1G17200	741
AT1G17210	1162
AT1G17220	8534.00
AT1G17230	250.25
AT1G17232	66.50
AT1G17235	0
AT1G17240	23.25
AT1G17250	73
AT1G17255	77
AT1G17260	12
AT1G17270	126
AT1G17280	579
AT1G17285	0
AT1G17290	5868.83
AT1G17300	0
AT1G17310	0
AT1G17330	343.50
AT1G17340	643.50
AT1G17345	13
AT1G17350	172
AT1G17360	1499
AT1G17370	1285
AT1G17380	134
AT1G17400	10
AT1G17410	78
AT1G17420	634.50
AT1G17430	469.50
AT1G17440	887
AT1G17450	471.50
AT1G17455	148
AT1G17460	127
AT1G17470	1632.50
AT1G17480	40.50
AT1G17490	245
AT1G17500	739.50
AT1G17510	197.50
AT1G17520	156
AT1G17530	497
AT1G17540	3
AT1G17545	0
AT1G17550	1351.50
AT1G17560	81.50
AT1G17570	0
AT1G17580	523
AT1G17590	103
AT1G17600	503
AT1G17610	304.50
AT1G17615	88.83
AT1G17620	1499
AT1G17630	32
AT1G17640	87
AT1G17650	1175
AT1G17660	0
AT1G17665	308.50
AT1G17670	0
AT1G17680	426
AT1G17690	350
AT1G17700	20
AT1G17710	3
AT1G17720	1498.00
AT1G17730	532.50
AT1G17744	586.67
AT1G17745	2415.00
AT1G17750	66
AT1G17760	344
AT1G17770	0
AT1G17780	303
AT1G17790	175
AT1G17800	0
AT1G17810	2.50
AT1G17820	389
AT1G17830	181.50
AT1G17840	2202.50
AT1G17850	413
AT1G17860	282
AT1G17870	83.50
AT1G17880	2490.67
AT1G17890	1008
AT1G17910	0
AT1G17920	79.50
AT1G17930	165.33
AT1G17940	231
AT1G17950	5
AT1G17960	7
AT1G17970	216
AT1G17980	553.50
AT1G17990	652.83
AT1G18000	504.75
AT1G18010	497
AT1G18020	429.17
AT1G18030	173.83
AT1G18040	120.33
AT1G18050	0
AT1G18060	1855
AT1G18070	2741
AT1G18075	55
AT1G18080	6308.10
AT1G18090	117
AT1G18100	28
AT1G18130	0
AT1G18140	9
AT1G18150	1146
AT1G18160	1014
AT1G18170	1125.50
AT1G18180	72.50
AT1G18190	277.50
AT1G18200	24.50
AT1G18210	2134.83
AT1G18220	0
AT1G18250	281
AT1G18260	1283
AT1G18265	41
AT1G18270	875
AT1G18280	0
AT1G18290	1
AT1G18300	159
AT1G18310	0
AT1G18320	27
AT1G18330	117.50
AT1G18335	79
AT1G18340	173.83
AT1G18350	1
AT1G18360	469.50
AT1G18370	187
AT1G18382	27.50
AT1G18390	251.50
AT1G18400	231
AT1G18410	18
AT1G18415	44.50
AT1G18420	43.50
AT1G18430	0
AT1G18440	319.50
AT1G18450	667
AT1G18460	530
AT1G18470	854.00
AT1G18480	315
AT1G18485	382
AT1G18486	0
AT1G18490	254.50
AT1G18500	1036.50
AT1G18510	0
AT1G18520	0
AT1G18530	0
AT1G18540	4741.50
AT1G18550	82
AT1G18560	111
AT1G18570	555
AT1G18580	511
AT1G18590	639
AT1G18600	604.50
AT1G18610	135.50
AT1G18620	650.50
AT1G18630	273
AT1G18640	571.50
AT1G18650	362
AT1G18660	1408.50
AT1G18670	383
AT1G18680	130
AT1G18690	146
AT1G18700	630.50
AT1G18710	105
AT1G18720	2357.00
AT1G18730	2169.58
AT1G18735	801.08
AT1G18740	1365.50
AT1G18745	86
AT1G18750	105.50
AT1G18760	0
AT1G18770	0
AT1G18773	95
AT1G18780	1
AT1G18790	0
AT1G18800	407
AT1G18810	202.33
AT1G18820	0
AT1G18830	6
AT1G18835	6
AT1G18840	451
AT1G18850	229
AT1G18860	9
AT1G18870	50
AT1G18871	2
AT1G18879	0
AT1G18880	132
AT1G18890	1771
AT1G18900	512.50
AT1G18910	276.50
AT1G18940	33
AT1G18950	553.50
AT1G18960	0
AT1G18970	5
AT1G18980	14
AT1G18990	1
AT1G19000	2998.50
AT1G19010	172.50
AT1G19020	784.50
AT1G19025	66
AT1G19040	0
AT1G19050	328
AT1G19060	0
AT1G19070	14
AT1G19080	134.50
AT1G19086	0
AT1G19090	0
AT1G19100	212
AT1G19110	821.50
AT1G19115	0
AT1G19120	393.50
AT1G19130	864.50
AT1G19140	586.92
AT1G19150	2926.08
AT1G19160	2
AT1G19170	281
AT1G19180	537.50
AT1G19190	12
AT1G19200	22
AT1G19210	10
AT1G19220	181.83
AT1G19230	39
AT1G19240	168.50
AT1G19250	286
AT1G19260	0
AT1G19270	420
AT1G19290	188
AT1G19300	547.50
AT1G19310	323
AT1G19320	2
AT1G19330	308.50
AT1G19340	141
AT1G19350	2058.50
AT1G19360	848.50
AT1G19370	422
AT1G19371	0
AT1G19373	1
AT1G19376	0
AT1G19380	396
AT1G19390	0
AT1G19394	17.30
AT1G19396	44.83
AT1G19397	61.83
AT1G19400	910
AT1G19410	0
AT1G19430	529
AT1G19440	984
AT1G19450	1167
AT1G19460	0
AT1G19464	2
AT1G19470	0
AT1G19480	142
AT1G19485	276
AT1G19490	74
AT1G19500	0
AT1G19510	14
AT1G19520	447
AT1G19530	14
AT1G19540	56
AT1G19550	70.67
AT1G19570	5372.67
AT1G19580	676
AT1G19600	648
AT1G19610	48
AT1G19620	12
AT1G19630	38
AT1G19640	76
AT1G19650	451.17
AT1G19660	3371.25
AT1G19670	1914.17
AT1G19680	535.50
AT1G19690	304.50
AT1G19700	524
AT1G19710	362.33
AT1G19715	794.33
AT1G19720	793
AT1G19730	228
AT1G19740	2509
AT1G19750	2
AT1G19770	1011.75
AT1G19780	1.50
AT1G19790	3
AT1G19800	810.50
AT1G19830	12
AT1G19835	1728.50
AT1G19840	47
AT1G19850	160
AT1G19860	364.50
AT1G19870	1035
AT1G19880	715
AT1G19890	0
AT1G19900	0
AT1G19910	4101.96
AT1G19920	3144.67
AT1G19930	0
AT1G19940	96
AT1G19950	193.50
AT1G19960	1629
AT1G19968	0.50
AT1G19970	116.50
AT1G19980	98.50
AT1G19990	136
AT1G20000	0
AT1G20010	2673.75
AT1G20015	11
AT1G20020	22877.17
AT1G20030	66.50
AT1G20040	0
AT1G20050	1199
AT1G20060	38
AT1G20065	7.50
AT1G20070	141.50
AT1G20080	2.50
AT1G20090	1078.50
AT1G20100	1394
AT1G20110	1829
AT1G20120	20
AT1G20130	0
AT1G20132	1.50
AT1G20135	0.50
AT1G20140	194
AT1G20150	0
AT1G20160	187
AT1G20170	0
AT1G20180	2
AT1G20190	625
AT1G20200	1691.50
AT1G20210	0
AT1G20220	849.33
AT1G20225	814
AT1G20230	46
AT1G20240	0
AT1G20250	0
AT1G20260	4875.50
AT1G20270	366
AT1G20280	0
AT1G20290	9
AT1G20300	211.33
AT1G20310	34.50
AT1G20320	0
AT1G20330	2597.50
AT1G20340	64223.90
AT1G20350	270.50
AT1G20360	0
AT1G20370	240.50
AT1G20375	0
AT1G20380	142
AT1G20400	2
AT1G20405	0
AT1G20410	265
AT1G20420	0
AT1G20430	412
AT1G20440	2912.33
AT1G20450	3264.92
AT1G20460	131
AT1G20470	36
AT1G20480	18.50
AT1G20490	187
AT1G20500	0
AT1G20510	1693.50
AT1G20515	7.50
AT1G20520	7.50
AT1G20530	11
AT1G20540	344.00
AT1G20550	88.50
AT1G20560	641
AT1G20570	40
AT1G20575	286.50
AT1G20580	1021.25
AT1G20590	6.73
AT1G20600	16.25
AT1G20610	55.02
AT1G20620	49601.00
AT1G20630	1196
AT1G20640	337.50
AT1G20650	347
AT1G20670	327
AT1G20680	1
AT1G20690	37.83
AT1G20691	37.83
AT1G20693	3556.25
AT1G20696	2898.25
AT1G20700	3
AT1G20710	0
AT1G20720	93
AT1G20730	0.50
AT1G20735	0
AT1G20740	0
AT1G20750	0
AT1G20760	1002.50
AT1G20770	568
AT1G20780	1091.50
AT1G20790	0
AT1G20795	1.50
AT1G20800	0
AT1G20810	1111.50
AT1G20816	149
AT1G20820	0
AT1G20823	177
AT1G20830	468
AT1G20840	1625
AT1G20850	369
AT1G20860	0
AT1G20870	36
AT1G20875	1
AT1G20880	197.50
AT1G20890	193.00
AT1G20900	7
AT1G20910	222
AT1G20920	705
AT1G20925	0
AT1G20930	112
AT1G20940	0
AT1G20950	1279
AT1G20960	2271
AT1G20967	0
AT1G20970	1129
AT1G20980	1916.50
AT1G20990	6
AT1G21000	676
AT1G21010	141
AT1G21050	225
AT1G21060	244
AT1G21065	1899.50
AT1G21070	226.50
AT1G21080	1065.50
AT1G21090	75
AT1G21100	166.17
AT1G21110	118.33
AT1G21120	237.00
AT1G21130	5177.17
AT1G21140	17
AT1G21150	60
AT1G21160	398.50
AT1G21170	456
AT1G21190	495
AT1G21200	177.33
AT1G21202	0
AT1G21210	7.50
AT1G21230	1
AT1G21240	1871.30
AT1G21245	82.67
AT1G21250	14602.69
AT1G21270	4439.53
AT1G21280	106.50
AT1G21281	0
AT1G21310	10095.83
AT1G21320	5
AT1G21323	0
AT1G21326	6
AT1G21327	0
AT1G21340	2
AT1G21350	862.50
AT1G21360	3
AT1G21370	631.83
AT1G21380	1284.83
AT1G21390	392
AT1G21395	0
AT1G21400	783
AT1G21410	291.50
AT1G21420	0
AT1G21430	3.50
AT1G21440	954.50
AT1G21450	524.50
AT1G21460	350.50
AT1G21470	2
AT1G21475	0
AT1G21480	237.50
AT1G21500	2640
AT1G21510	3
AT1G21520	756.83
AT1G21528	1
AT1G21529	1
AT1G21530	0
AT1G21540	68
AT1G21550	236
AT1G21560	267
AT1G21580	1411.12
AT1G21590	1672.50
AT1G21600	2693
AT1G21610	400
AT1G21620	3
AT1G21630	1739
AT1G21640	1334.33
AT1G21650	848.33
AT1G21651	151.33
AT1G21660	896
AT1G21670	896
AT1G21680	2452.50
AT1G21690	315.50
AT1G21695	16
AT1G21700	549.50
AT1G21710	254
AT1G21720	1485.50
AT1G21722	0
AT1G21730	211
AT1G21738	0
AT1G21740	147
AT1G21750	8018.33
AT1G21760	523.08
AT1G21770	811.25
AT1G21780	1373.75
AT1G21790	141
AT1G21800	0
AT1G21810	41.50
AT1G21830	216.50
AT1G21835	0
AT1G21840	66
AT1G21850	0
AT1G21860	0
AT1G21864	0
AT1G21866	0
AT1G21870	0
AT1G21880	458
AT1G21890	5.50
AT1G21900	1115.83
AT1G21910	399.33
AT1G21920	594.50
AT1G21925	0
AT1G21928	0
AT1G21930	345
AT1G21940	0
AT1G21950	0
AT1G21960	0
AT1G21970	0
AT1G21975	0
AT1G21980	669.50
AT1G21990	0
AT1G22000	2
AT1G22010	0
AT1G22015	0
AT1G22020	677
AT1G22030	88
AT1G22040	305.33
AT1G22050	108.50
AT1G22060	832.50
AT1G22065	25
AT1G22067	0
AT1G22070	1438.50
AT1G22080	0
AT1G22090	0
AT1G22100	0
AT1G22110	36
AT1G22120	0
AT1G22130	2
AT1G22140	453.50
AT1G22150	2
AT1G22160	151
AT1G22170	118
AT1G22180	435
AT1G22190	1183
AT1G22200	877
AT1G22210	1
AT1G22220	9
AT1G22230	35
AT1G22240	0
AT1G22250	88.50
AT1G22260	17.50
AT1G22270	463
AT1G22275	15
AT1G22280	1692.50
AT1G22290	0
AT1G22300	4727.33
AT1G22310	164.50
AT1G22320	0
AT1G22330	264
AT1G22340	21.25
AT1G22360	641.33
AT1G22370	183
AT1G22380	10.50
AT1G22400	1269.75
AT1G22403	79
AT1G22410	4540
AT1G22420	2
AT1G22430	846.50
AT1G22440	20
AT1G22450	2150.50
AT1G22460	0
AT1G22470	10
AT1G22480	0
AT1G22490	36
AT1G22500	187.50
AT1G22510	267.00
AT1G22520	492
AT1G22530	3294
AT1G22540	327
AT1G22550	144
AT1G22570	224
AT1G22590	406.50
AT1G22600	4
AT1G22610	1609.50
AT1G22620	692.50
AT1G22630	1512.50
AT1G22640	149.50
AT1G22650	564
AT1G22651	0
AT1G22660	178.25
AT1G22670	0
AT1G22680	1
AT1G22690	784.83
AT1G22700	2146.83
AT1G22710	2508.50
AT1G22720	0
AT1G22730	738.50
AT1G22740	273
AT1G22750	1102.00
AT1G22760	0
AT1G22767	0
AT1G22770	506
AT1G22780	2339.50
AT1G22790	345
AT1G22800	220.50
AT1G22810	4.50
AT1G22830	90
AT1G22840	2867
AT1G22850	1978.08
AT1G22860	372
AT1G22870	329
AT1G22880	183
AT1G22882	813.33
AT1G22885	198
AT1G22890	464
AT1G22900	31
AT1G22910	602.50
AT1G22920	768.50
AT1G22930	3531.00
AT1G22940	566.50
AT1G22950	365
AT1G22960	176
AT1G22970	317
AT1G22980	13
AT1G22985	41
AT1G22990	342
AT1G23000	89
AT1G23010	137
AT1G23020	815.50
AT1G23030	1950.50
AT1G23037	0
AT1G23040	179
AT1G23050	19.83
AT1G23052	19.83
AT1G23060	14
AT1G23070	0
AT1G23074	0
AT1G23080	2131.75
AT1G23090	1036
AT1G23100	82.50
AT1G23110	4
AT1G23120	9.50
AT1G23130	10977
AT1G23140	211
AT1G23145	0
AT1G23147	0
AT1G23149	20.50
AT1G23150	20.50
AT1G23160	0.50
AT1G23170	299.33
AT1G23180	935.83
AT1G23190	3337
AT1G23200	71
AT1G23201	0
AT1G23205	830.50
AT1G23210	5
AT1G23220	282
AT1G23230	730
AT1G23240	0
AT1G23250	0
AT1G23260	658
AT1G23270	0
AT1G23280	426
AT1G23290	3055.33
AT1G23300	0
AT1G23310	39725.67
AT1G23320	0
AT1G23330	278
AT1G23340	66
AT1G23350	4
AT1G23360	505
AT1G23380	52
AT1G23390	1517
AT1G23400	1091.50
AT1G23410	89
AT1G23420	0
AT1G23440	1076.25
AT1G23450	17.33
AT1G23460	121.50
AT1G23465	14
AT1G23480	473.50
AT1G23490	7142.50
AT1G23500	0
AT1G23510	2
AT1G23520	0
AT1G23530	26
AT1G23540	0
AT1G23550	127
AT1G23560	21
AT1G23570	0
AT1G23580	0
AT1G23590	0
AT1G23600	2
AT1G23610	0
AT1G23640	0
AT1G23650	0
AT1G23660	0
AT1G23670	0
AT1G23680	0
AT1G23690	0
AT1G23700	3
AT1G23710	250
AT1G23720	0
AT1G23724	0
AT1G23730	353.50
AT1G23740	5245.50
AT1G23750	224
AT1G23760	1
AT1G23770	0
AT1G23780	596
AT1G23790	42
AT1G23800	110
AT1G23810	0
AT1G23820	2693.50
AT1G23830	203.50
AT1G23840	299.50
AT1G23850	43
AT1G23860	493.50
AT1G23870	320
AT1G23880	97
AT1G23890	73.50
AT1G23900	1237.50
AT1G23910	0
AT1G23935	23.50
AT1G23940	32.50
AT1G23950	666
AT1G23960	870.50
AT1G23965	15
AT1G23970	199
AT1G23980	78
AT1G24000	1.50
AT1G24010	0
AT1G24020	1790.50
AT1G24030	108.00
AT1G24040	382.83
AT1G24050	1138
AT1G24060	0
AT1G24062	0
AT1G24068	1
AT1G24070	69
AT1G24080	0
AT1G24090	62
AT1G24095	87.50
AT1G24100	1168
AT1G24110	0.33
AT1G24120	715.67
AT1G24130	0
AT1G24140	479
AT1G24145	616
AT1G24147	1604.00
AT1G24148	517
AT1G24150	888.50
AT1G24159	0.50
AT1G24160	1119.00
AT1G24170	1788
AT1G24180	1349
AT1G24190	837.50
AT1G24200	0
AT1G24210	18
AT1G24220	0
AT1G24230	2
AT1G24240	207
AT1G24250	0
AT1G24256	0
AT1G24260	6
AT1G24265	38
AT1G24267	707
AT1G24270	6
AT1G24280	318.33
AT1G24290	95
AT1G24300	848.00
AT1G24310	321
AT1G24320	16.50
AT1G24330	62
AT1G24340	397.83
AT1G24350	649.50
AT1G24360	2524.50
AT1G24380	0
AT1G24388	0
AT1G24390	0
AT1G24400	139
AT1G24405	3
AT1G24420	0
AT1G24430	10
AT1G24440	166.50
AT1G24450	229
AT1G24460	1215
AT1G24470	29.50
AT1G24480	3
AT1G24485	0
AT1G24490	689
AT1G24510	2659.50
AT1G24520	2
AT1G24530	374.50
AT1G24540	0
AT1G24560	681
AT1G24570	5
AT1G24575	139
AT1G24577	37
AT1G24580	40
AT1G24590	0
AT1G24600	30
AT1G24610	579.50
AT1G24620	0
AT1G24625	284
AT1G24650	1
AT1G24706	906
AT1G24735	15
AT1G24764	473.50
AT1G24793	155.07
AT1G24800	451.84
AT1G24807	21.42
AT1G24822	344.22
AT1G24851	0.90
AT1G24880	646.32
AT1G24881	440.47
AT1G24909	22.05
AT1G24996	832.51
AT1G25025	1.60
AT1G25054	780.42
AT1G25055	438.94
AT1G25083	0.60
AT1G25097	575.28
AT1G25098	1144.99
AT1G25112	0.80
AT1G25141	6.20
AT1G25145	150.72
AT1G25150	444.55
AT1G25155	23.62
AT1G25175	1039.45
AT1G25180	1.70
AT1G25210	111.88
AT1G25211	503.82
AT1G25220	1156.48
AT1G25230	227
AT1G25240	0
AT1G25250	93
AT1G25260	720
AT1G25270	0
AT1G25275	2816.50
AT1G25280	749
AT1G25290	305.50
AT1G25300	0
AT1G25310	0
AT1G25320	90.50
AT1G25330	0.50
AT1G25340	0
AT1G25350	1188.50
AT1G25360	43
AT1G25370	186.50
AT1G25375	240
AT1G25380	530.50
AT1G25390	560.33
AT1G25400	362
AT1G25410	0
AT1G25420	497
AT1G25422	14
AT1G25425	103
AT1G25440	4732.50
AT1G25450	1013.50
AT1G25460	20
AT1G25470	90.50
AT1G25472	90.50
AT1G25480	246
AT1G25490	2113.75
AT1G25500	190
AT1G25510	77.50
AT1G25520	423.50
AT1G25530	113
AT1G25540	593
AT1G25550	2022
AT1G25560	1249.50
AT1G25570	697.50
AT1G25580	291.50
AT1G25682	517.50
AT1G25988	0
AT1G26090	397.50
AT1G26100	130.50
AT1G26110	3112.83
AT1G26120	604.50
AT1G26130	588.50
AT1G26140	0.50
AT1G26150	1067.50
AT1G26160	666.50
AT1G26170	498.50
AT1G26180	535.50
AT1G26190	257
AT1G26200	75
AT1G26208	411.33
AT1G26210	371.33
AT1G26218	369.67
AT1G26220	342.67
AT1G26230	603.50
AT1G26233	8
AT1G26235	1
AT1G26240	0
AT1G26250	0
AT1G26260	120
AT1G26270	871.50
AT1G26290	12
AT1G26300	315.50
AT1G26310	0
AT1G26320	0
AT1G26330	68
AT1G26340	315
AT1G26350	0
AT1G26355	3
AT1G26360	0
AT1G26370	336
AT1G26380	320
AT1G26390	1558.83
AT1G26400	4.50
AT1G26410	54
AT1G26420	303
AT1G26430	0
AT1G26440	323.50
AT1G26450	39
AT1G26460	737
AT1G26470	353
AT1G26480	0
AT1G26490	0
AT1G26500	29
AT1G26510	4
AT1G26515	1
AT1G26520	137.50
AT1G26530	37.50
AT1G26540	31
AT1G26550	2196
AT1G26558	25
AT1G26560	572
AT1G26570	228
AT1G26580	1195.50
AT1G26590	4
AT1G26600	22
AT1G26610	9
AT1G26620	258.50
AT1G26630	9655.50
AT1G26640	441.50
AT1G26650	378
AT1G26660	108.50
AT1G26665	422
AT1G26670	1412
AT1G26680	0
AT1G26690	653.50
AT1G26700	0
AT1G26710	0
AT1G26720	0
AT1G26730	170
AT1G26740	355.50
AT1G26750	480.50
AT1G26760	44.50
AT1G26761	384
AT1G26762	7
AT1G26770	2120.50
AT1G26771	0
AT1G26773	0
AT1G26780	1
AT1G26790	1
AT1G26795	0
AT1G26796	0
AT1G26797	0
AT1G26798	0
AT1G26799	0
AT1G26800	102.50
AT1G26810	89
AT1G26815	0
AT1G26820	94
AT1G26830	1261.50
AT1G26840	72.50
AT1G26850	4105.50
AT1G26870	0
AT1G26880	2165.50
AT1G26890	11
AT1G26900	79
AT1G26910	214
AT1G26916	0
AT1G26920	408
AT1G26921	0
AT1G26930	105
AT1G26940	197
AT1G26945	127
AT1G26960	233
AT1G26970	10
AT1G26973	0
AT1G26975	0
AT1G26976	0
AT1G26985	0
AT1G27000	1619.00
AT1G27008	0
AT1G27020	385.50
AT1G27030	169.50
