Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/H553.sam
AT5G16810	408
AT5G16820	326
AT5G16830	687.50
AT5G16840	994.50
AT5G16850	32
AT5G16860	28
AT5G16870	171
AT5G16880	2639.33
AT5G16890	214.50
AT5G16900	7
AT5G16910	783
AT5G16920	0
AT5G16930	151.50
AT5G16940	105.50
AT5G16950	81
AT5G16960	1
AT5G16970	1369.83
AT5G16980	26.50
AT5G16990	456
AT5G17000	833
AT5G17010	534.50
AT5G17020	2119.50
AT5G17030	33.33
AT5G17040	52
AT5G17050	948.17
AT5G17060	251.00
AT5G17070	309.83
AT5G17073	0
AT5G17080	0
AT5G17090	0
AT5G17100	0
AT5G17110	0
AT5G17120	0
AT5G17130	0
AT5G17140	0
AT5G17150	4.50
AT5G17160	161.50
AT5G17165	3
AT5G17170	2899.67
AT5G17180	0
AT5G17190	805.50
AT5G17200	0
AT5G17210	36
AT5G17220	553
AT5G17230	6381.50
AT5G17233	0
AT5G17240	97
AT5G17250	143.50
AT5G17260	9
AT5G17262	0
AT5G17270	367
AT5G17280	392.50
AT5G17290	293.50
AT5G17300	271.00
AT5G17310	1236.00
AT5G17320	0
AT5G17330	107.50
AT5G17340	0
AT5G17350	47.50
AT5G17360	50
AT5G17370	96.33
AT5G17380	1761.67
AT5G17390	5
AT5G17400	227.50
AT5G17410	313.50
AT5G17420	72.50
AT5G17430	0
AT5G17440	376.17
AT5G17450	156
AT5G17460	132
AT5G17470	0
AT5G17480	0
AT5G17490	80.67
AT5G17500	0
AT5G17510	374.50
AT5G17520	640.44
AT5G17523	223.76
AT5G17530	769.67
AT5G17540	74.50
AT5G17550	381.08
AT5G17560	1187.33
AT5G17570	71.50
AT5G17580	60.50
AT5G17590	2
AT5G17600	316
AT5G17610	367.25
AT5G17620	214.67
AT5G17630	1295
AT5G17640	449
AT5G17650	189.50
AT5G17660	205
AT5G17670	803.33
AT5G17680	15
AT5G17690	285.50
AT5G17700	388
AT5G17710	2161
AT5G17720	0
AT5G17730	0.25
AT5G17740	0
AT5G17750	0
AT5G17760	1545.50
AT5G17770	2047.33
AT5G17780	44
AT5G17790	381.33
AT5G17795	0
AT5G17800	12.50
AT5G17810	0
AT5G17820	6.50
AT5G17830	9
AT5G17840	452.83
AT5G17847	2
AT5G17850	125
AT5G17860	95.67
AT5G17870	3026.25
AT5G17880	568.50
AT5G17890	947.50
AT5G17900	412.50
AT5G17910	788.50
AT5G17920	30083.62
AT5G17930	351.50
AT5G17950	0
AT5G17960	0
AT5G17970	0
AT5G17980	57
AT5G17990	3145.58
AT5G18000	9
AT5G18005	0
AT5G18010	5
AT5G18015	0
AT5G18020	43.25
AT5G18030	28.50
AT5G18037	0
AT5G18040	196
AT5G18050	5
AT5G18060	16
AT5G18065	48
AT5G18070	185.17
AT5G18080	43
AT5G18085	0
AT5G18090	1
AT5G18100	372.50
AT5G18110	1019.25
AT5G18120	311.50
AT5G18130	705
AT5G18140	677
AT5G18150	180.50
AT5G18160	0
AT5G18170	1019
AT5G18180	5.50
AT5G18190	1623
AT5G18200	273.50
AT5G18210	160
AT5G18220	8.50
AT5G18230	2217.50
AT5G18240	64.83
AT5G18245	70.83
AT5G18250	155
AT5G18255	166.33
AT5G18260	135.33
AT5G18270	130
AT5G18280	1005.50
AT5G18290	134
AT5G18300	19.50
AT5G18310	784.00
AT5G18320	3
AT5G18330	3
AT5G18340	36.33
AT5G18350	54.50
AT5G18360	112.50
AT5G18362	17.50
AT5G18370	163.50
AT5G18380	4247.25
AT5G18390	169.50
AT5G18400	1035.50
AT5G18403	0
AT5G18404	9.50
AT5G18407	2.50
AT5G18410	854
AT5G18420	487.33
AT5G18430	100.50
AT5G18440	300
AT5G18450	0
AT5G18460	642.67
AT5G18470	2359
AT5G18475	96
AT5G18480	1237.33
AT5G18490	595
AT5G18500	1158.50
AT5G18510	0
AT5G18520	1755
AT5G18525	546.50
AT5G18540	110.50
AT5G18550	438.83
AT5G18560	2.50
AT5G18570	829.17
AT5G18580	976
AT5G18590	568.50
AT5G18600	948.50
AT5G18610	304.50
AT5G18620	457.92
AT5G18630	598.75
AT5G18636	4.50
AT5G18640	385.25
AT5G18650	985.50
AT5G18660	2210.58
AT5G18661	2
AT5G18670	1096.50
AT5G18680	636.92
AT5G18690	51
AT5G18700	304
AT5G18710	4.33
AT5G18720	4.50
AT5G18730	26
AT5G18740	6
AT5G18748	2
AT5G18750	197.42
AT5G18755	0
AT5G18760	323.50
AT5G18770	113
AT5G18780	189
AT5G18790	123
AT5G18800	1062.08
AT5G18810	9
AT5G18820	158.50
AT5G18830	505.50
AT5G18840	14
AT5G18850	147
AT5G18860	178.50
AT5G18870	0
AT5G18880	0
AT5G18890	0
AT5G18900	598.50
AT5G18910	0.50
AT5G18920	60
AT5G18930	41.50
AT5G18940	470.50
AT5G18950	128
AT5G18960	482.50
AT5G18970	115.50
AT5G18980	279.50
AT5G18990	0
AT5G19000	697
AT5G19010	1500
AT5G19020	87
AT5G19025	75.50
AT5G19030	249.50
AT5G19040	11
AT5G19050	315
AT5G19060	21
AT5G19070	240
AT5G19080	196.50
AT5G19090	611.17
AT5G19095	0
AT5G19100	24
AT5G19110	84
AT5G19120	447.50
AT5G19130	397.50
AT5G19140	12122.00
AT5G19150	944.83
AT5G19151	36
AT5G19160	66.33
AT5G19170	35
AT5G19172	0
AT5G19175	0
AT5G19180	664
AT5G19190	602
AT5G19200	94.83
AT5G19210	179.67
AT5G19220	3456.74
AT5G19221	1835.79
AT5G19230	408.33
AT5G19240	9759.50
AT5G19250	5615
AT5G19257	0
AT5G19260	81
AT5G19270	0
AT5G19280	457
AT5G19290	926.50
AT5G19300	103
AT5G19310	232
AT5G19315	0
AT5G19320	469.33
AT5G19330	1455.17
AT5G19340	41.50
AT5G19350	752
AT5G19360	0
AT5G19370	1253
AT5G19380	374.50
AT5G19390	1015
AT5G19400	2168.50
AT5G19410	6
AT5G19420	289.50
AT5G19430	246.50
AT5G19440	2000.25
AT5G19450	1079.50
AT5G19460	422
AT5G19470	23.50
AT5G19473	0
AT5G19480	216.50
AT5G19485	525
AT5G19490	20.67
AT5G19500	1378.50
AT5G19510	3972.67
AT5G19520	5
AT5G19530	232
AT5G19540	2997.92
AT5G19550	2491.00
AT5G19560	0
AT5G19570	123
AT5G19580	63
AT5G19590	3192.50
AT5G19600	8
AT5G19610	0
AT5G19620	713
AT5G19630	254
AT5G19640	0
AT5G19650	29
AT5G19660	473.50
AT5G19670	129
AT5G19680	574
AT5G19690	2924.33
AT5G19700	0
AT5G19710	0
AT5G19720	3
AT5G19729	0
AT5G19730	176.50
AT5G19740	68
AT5G19750	1037.00
AT5G19760	6005.50
AT5G19770	3698.50
AT5G19780	3859.17
AT5G19790	32
AT5G19800	0
AT5G19810	4
AT5G19820	2380.67
AT5G19830	74.50
AT5G19840	203.83
AT5G19850	802.50
AT5G19855	2367.50
AT5G19860	1424.50
AT5G19870	5
AT5G19875	320.17
AT5G19880	275.50
AT5G19890	0
AT5G19900	585.83
AT5G19910	169
AT5G19920	138
AT5G19930	375
AT5G19940	7029.33
AT5G19950	346.83
AT5G19960	213.50
AT5G19970	10
AT5G19980	1060.67
AT5G19990	1469.33
AT5G20000	1212.67
AT5G20010	5587.33
AT5G20020	3475.17
AT5G20030	32.67
AT5G20040	280.50
AT5G20045	0
AT5G20050	596.50
AT5G20060	572
AT5G20070	897.50
AT5G20080	2135.33
AT5G20090	1051.50
AT5G20100	0
AT5G20110	73
AT5G20120	242.50
AT5G20130	569
AT5G20140	1228.75
AT5G20150	254.50
AT5G20160	794.50
AT5G20165	394.50
AT5G20170	267.50
AT5G20180	355.50
AT5G20181	0
AT5G20190	2294
AT5G20200	640.33
AT5G20220	289
AT5G20225	84
AT5G20230	5771.33
AT5G20240	0
AT5G20250	1566.50
AT5G20260	0
AT5G20270	761.50
AT5G20280	3655.83
AT5G20290	9762.32
AT5G20300	534.50
AT5G20310	0
AT5G20320	573
AT5G20330	0
AT5G20340	0
AT5G20350	1465
AT5G20360	463.50
AT5G20370	0
AT5G20380	617.50
AT5G20390	0
AT5G20400	341
AT5G20410	102.50
AT5G20420	12.50
AT5G20430	2
AT5G20440	0
AT5G20447	0
AT5G20450	100
AT5G20460	0
AT5G20470	0
AT5G20480	373.00
AT5G20490	1466
AT5G20500	1847.33
AT5G20510	195.33
AT5G20520	732.50
AT5G20540	132
AT5G20550	5.50
AT5G20560	1
AT5G20570	937
AT5G20580	342
AT5G20590	403
AT5G20600	391
AT5G20610	578.50
AT5G20620	1578.00
AT5G20630	11424.58
AT5G20635	57
AT5G20640	44.83
AT5G20650	1182.03
AT5G20660	1213
AT5G20670	115.50
AT5G20680	367.83
AT5G20690	0.50
AT5G20700	9926.43
AT5G20710	9
AT5G20720	8568.42
AT5G20730	1649.00
AT5G20736	0
AT5G20740	105
AT5G20790	35
AT5G20810	8.50
AT5G20820	37.50
AT5G20830	1579.33
AT5G20840	1043
AT5G20850	43
AT5G20852	0
AT5G20854	0
AT5G20856	0
AT5G20858	0
AT5G20860	2
AT5G20870	14
AT5G20885	171.50
AT5G20890	2247
AT5G20900	1608
AT5G20910	563.50
AT5G20920	1563.75
AT5G20930	290
AT5G20935	208
AT5G20940	67
AT5G20950	2584
AT5G20960	560
AT5G20970	67
AT5G20980	204.50
AT5G20990	1104.50
AT5G21005	0
AT5G21010	263.50
AT5G21020	2496.50
AT5G21030	0.33
AT5G21040	511.50
AT5G21050	6
AT5G21060	711.33
AT5G21070	452.50
AT5G21080	0
AT5G21090	10823.92
AT5G21100	1070.83
AT5G21105	930
AT5G21110	0
AT5G21120	4
AT5G21125	0
AT5G21130	0
AT5G21140	43.50
AT5G21150	20
AT5G21160	992.50
AT5G21170	709.50
AT5G21222	1015.50
AT5G21274	1053
AT5G21280	50
AT5G21326	1095.75
AT5G21378	0
AT5G21430	1714.50
AT5G21482	444
AT5G21900	158
AT5G21910	654.83
AT5G21920	1713.33
AT5G21930	1530.25
AT5G21940	1204.50
AT5G21950	50
AT5G21960	20
AT5G21970	125.50
AT5G21990	938
AT5G22000	2025.50
AT5G22010	493.50
AT5G22020	594
AT5G22030	525
AT5G22040	238.50
AT5G22050	415.08
AT5G22060	3152.75
AT5G22070	795
AT5G22080	782.00
AT5G22090	2156
AT5G22100	279
AT5G22110	97
AT5G22120	428
AT5G22130	211.50
AT5G22140	45
AT5G22150	2
AT5G22160	0
AT5G22170	0
AT5G22180	0
AT5G22190	0
AT5G22200	0
AT5G22210	191.50
AT5G22220	105
AT5G22240	1
AT5G22250	307.50
AT5G22260	0
AT5G22270	265.67
AT5G22280	501.50
AT5G22290	192.50
AT5G22300	110
AT5G22310	18
AT5G22315	0
AT5G22320	233
AT5G22330	510.00
AT5G22340	1419.50
AT5G22350	848.50
AT5G22355	0
AT5G22360	602
AT5G22370	290
AT5G22380	695.50
AT5G22390	319.50
AT5G22400	288.50
AT5G22410	0
AT5G22420	0
AT5G22430	2
AT5G22440	1321.33
AT5G22450	980.50
AT5G22460	40
AT5G22470	0
AT5G22480	428.50
AT5G22490	8
AT5G22500	334.50
AT5G22510	1941.33
AT5G22520	112
AT5G22530	60.50
AT5G22540	50
AT5G22545	46.50
AT5G22550	3
AT5G22555	8
AT5G22560	19
AT5G22570	328
AT5G22580	1038
AT5G22590	0
AT5G22600	0
AT5G22608	49
AT5G22610	0
AT5G22620	955
AT5G22630	672
AT5G22640	3104.50
AT5G22650	2596.33
AT5G22660	0
AT5G22670	0
AT5G22680	1.50
AT5G22690	330
AT5G22700	129
AT5G22720	117.50
AT5G22730	165.50
AT5G22740	631
AT5G22750	112
AT5G22760	758
AT5G22770	1560.50
AT5G22780	2028.50
AT5G22788	9.50
AT5G22790	198
AT5G22791	2.50
AT5G22794	23
AT5G22800	2401
AT5G22810	8.75
AT5G22820	146.75
AT5G22830	1329.50
AT5G22840	338.50
AT5G22850	445.00
AT5G22860	214.50
AT5G22870	7
AT5G22875	207
AT5G22880	2102.50
AT5G22890	1
AT5G22900	1
AT5G22910	0
AT5G22920	284
AT5G22930	53
AT5G22940	159
AT5G22950	513.50
AT5G22960	0
AT5G22970	0
AT5G22980	0
AT5G22990	0
AT5G23000	15
AT5G23010	19124.25
AT5G23020	2004
AT5G23027	0
AT5G23030	2.50
AT5G23035	0
AT5G23040	3164.83
AT5G23050	665.50
AT5G23060	8526.25
AT5G23065	0
AT5G23070	243
AT5G23080	320
AT5G23090	158
AT5G23100	115.83
AT5G23110	1023.33
AT5G23120	4495.58
AT5G23130	177
AT5G23140	848.50
AT5G23150	704.67
AT5G23155	13.50
AT5G23160	44
AT5G23170	29
AT5G23180	0
AT5G23190	18
AT5G23200	257.50
AT5G23210	620.78
AT5G23212	0
AT5G23220	0
AT5G23230	37
AT5G23240	4654.00
AT5G23250	513
AT5G23260	0
AT5G23270	28
AT5G23280	1005.50
AT5G23290	284.33
AT5G23300	237.83
AT5G23310	821.83
AT5G23320	34
AT5G23330	222
AT5G23340	206.50
AT5G23350	28
AT5G23360	32
AT5G23370	6
AT5G23380	93
AT5G23390	535.50
AT5G23395	232
AT5G23400	101
AT5G23405	150
AT5G23410	115.08
AT5G23411	27.33
AT5G23420	428.50
AT5G23430	190
AT5G23440	736.50
AT5G23450	1631.17
AT5G23460	126.50
AT5G23470	0
AT5G23480	45
AT5G23490	474.00
AT5G23510	580.75
AT5G23520	522
AT5G23530	143.50
AT5G23535	368.50
AT5G23540	2218.50
AT5G23550	212.50
AT5G23570	289
AT5G23575	1650.00
AT5G23580	339.50
AT5G23590	410.17
AT5G23600	24
AT5G23610	604
AT5G23630	1593.08
AT5G23640	0
AT5G23650	0
AT5G23660	1549.25
AT5G23665	0
AT5G23670	885.50
AT5G23680	115
AT5G23690	132.25
AT5G23700	8.50
AT5G23710	176.50
AT5G23720	256.00
AT5G23730	370.83
AT5G23740	2301.60
AT5G23750	158
AT5G23760	484.25
AT5G23770	12
AT5G23780	3
AT5G23790	1
AT5G23800	29
AT5G23810	53
AT5G23820	2860.17
AT5G23830	6
AT5G23840	0
AT5G23850	508
AT5G23860	587
AT5G23870	240
AT5G23880	425
AT5G23890	1770.50
AT5G23900	1844.78
AT5G23903	0
AT5G23908	5.50
AT5G23910	98
AT5G23920	1305.58
AT5G23930	13
AT5G23940	1400
AT5G23950	9
AT5G23960	0
AT5G23970	0
AT5G23980	18
AT5G23989	0
AT5G23990	1
AT5G24000	147.50
AT5G24010	175
AT5G24020	782
AT5G24030	827
AT5G24040	0
AT5G24050	0
AT5G24060	967.50
AT5G24070	0
AT5G24080	0
AT5G24090	23
AT5G24100	3
AT5G24105	47
AT5G24110	376
AT5G24120	763
AT5G24130	0
AT5G24140	7
AT5G24150	2272.17
AT5G24155	57
AT5G24160	981
AT5G24165	940.33
AT5G24170	122
AT5G24180	0
AT5G24190	0
AT5G24200	1746.50
AT5G24205	39
AT5G24206	36
AT5G24210	4099.33
AT5G24220	0
AT5G24230	25.50
AT5G24240	46
AT5G24250	1.50
AT5G24260	477.50
AT5G24270	63
AT5G24280	83
AT5G24290	40
AT5G24300	2038.50
AT5G24310	64.33
AT5G24313	0
AT5G24314	1703.00
AT5G24316	60.50
AT5G24318	53.50
AT5G24320	376
AT5G24330	22
AT5G24340	256
AT5G24350	652
AT5G24352	23
AT5G24355	3
AT5G24360	384.67
AT5G24370	0
AT5G24380	169.50
AT5G24390	61.50
AT5G24400	858.83
AT5G24410	0
AT5G24420	1112.75
AT5G24430	691.50
AT5G24440	0
AT5G24450	928
AT5G24460	842
AT5G24470	457.50
AT5G24480	0
AT5G24490	4170.67
AT5G24500	550.17
AT5G24510	1
AT5G24520	804.50
AT5G24530	6281.33
AT5G24540	40
AT5G24550	0
AT5G24560	0
AT5G24570	170.50
AT5G24580	47
AT5G24590	855.50
AT5G24593	0
AT5G24600	8
AT5G24610	615.50
AT5G24620	914
AT5G24630	129
AT5G24640	2
AT5G24650	885
AT5G24655	32
AT5G24660	488
AT5G24670	914
AT5G24680	115
AT5G24690	3689.50
AT5G24710	1845.67
AT5G24735	937.50
AT5G24740	640.50
AT5G24750	124
AT5G24760	201.50
AT5G24770	3346.00
AT5G24780	3464.83
AT5G24790	0
AT5G24800	218
AT5G24810	3197.50
AT5G24820	0
AT5G24825	0
AT5G24830	190
AT5G24840	146.50
AT5G24850	270.50
AT5G24860	0
AT5G24870	296.50
AT5G24879	0
AT5G24880	0
AT5G24890	825
AT5G24900	0
AT5G24910	1
AT5G24920	24
AT5G24930	4059.50
AT5G24940	0.50
AT5G24950	0
AT5G24960	0
AT5G24970	215.50
AT5G24980	291
AT5G24990	76.83
AT5G25000	1
AT5G25010	72
AT5G25020	7.33
AT5G25030	0
AT5G25040	557.50
AT5G25050	305
AT5G25060	706.50
AT5G25070	523
AT5G25080	343
AT5G25090	216.50
AT5G25100	2690.67
AT5G25102	0
AT5G25110	6
AT5G25120	501.83
AT5G25130	360
AT5G25140	285
AT5G25150	325.50
AT5G25160	12
AT5G25170	210
AT5G25180	0
AT5G25190	131.50
AT5G25200	0.50
AT5G25210	141
AT5G25220	1071.50
AT5G25230	9
AT5G25240	29
AT5G25250	2111.50
AT5G25260	682
AT5G25265	1906.00
AT5G25270	1104.50
AT5G25280	1833.83
AT5G25290	1
AT5G25300	0
AT5G25310	1
AT5G25320	0
AT5G25330	0
AT5G25340	57.33
AT5G25350	1349.67
AT5G25360	598.50
AT5G25370	14.50
AT5G25380	4
AT5G25390	10
AT5G25400	0
AT5G25410	0
AT5G25415	0
AT5G25420	0
AT5G25422	0
AT5G25425	0
AT5G25430	0
AT5G25440	1111.17
AT5G25450	44
AT5G25460	1841.58
AT5G25470	19
AT5G25475	81
AT5G25480	113
AT5G25490	39
AT5G25500	51.33
AT5G25510	661.83
AT5G25520	962.50
AT5G25530	0
AT5G25540	871.50
AT5G25550	3
AT5G25560	1140.25
AT5G25570	55.50
AT5G25580	39.50
AT5G25585	0
AT5G25590	246.50
AT5G25600	0
AT5G25610	6086.67
AT5G25620	49.50
AT5G25625	0
AT5G25630	1689.50
AT5G25640	2
AT5G25750	1
AT5G25752	754
AT5G25754	1306.25
AT5G25757	1419
AT5G25760	486
AT5G25770	217.50
AT5G25780	602.17
AT5G25790	40.83
AT5G25800	191
AT5G25810	7
AT5G25820	103
AT5G25830	36
AT5G25840	403
AT5G25850	0.50
AT5G25860	0
AT5G25870	0
AT5G25880	53.75
AT5G25890	100
AT5G25900	376.33
AT5G25910	112
AT5G25920	7.50
AT5G25930	1009
AT5G25940	687.50
AT5G25950	0.50
AT5G25960	1.50
AT5G25970	15
AT5G25980	26310.25
AT5G25990	9
AT5G26000	59510.86
AT5G26010	25
AT5G26030	1940.92
AT5G26038	113.92
AT5G26040	204.50
AT5G26050	0
AT5G26060	0
AT5G26070	0
AT5G26080	0
AT5G26090	0
AT5G26100	0
AT5G26110	298
AT5G26114	0
AT5G26120	0
AT5G26130	0
AT5G26140	0
AT5G26146	0
AT5G26147	0
AT5G26150	0
AT5G26160	106.50
AT5G26170	337.50
AT5G26180	465.83
AT5G26190	5
AT5G26200	28.50
AT5G26210	574
AT5G26220	467
AT5G26230	105
AT5G26240	637
AT5G26250	0
AT5G26260	27
AT5G26262	0
AT5G26270	23
AT5G26280	50.50
AT5G26290	0
AT5G26300	0
AT5G26310	0
AT5G26320	0
AT5G26330	34
AT5G26340	1715.50
AT5G26360	2286.00
AT5G26570	3353.50
AT5G26580	0
AT5G26594	0
AT5G26600	512.50
AT5G26610	458
AT5G26617	0
AT5G26620	1
AT5G26622	276
AT5G26630	14
AT5G26640	0
AT5G26650	0
AT5G26660	97
AT5G26667	1771
AT5G26670	111
AT5G26673	0
AT5G26680	191
AT5G26690	368.50
AT5G26692	0
AT5G26700	21.50
AT5G26710	1106
AT5G26717	0
AT5G26720	61.50
AT5G26730	8
AT5G26731	34
AT5G26740	482.50
AT5G26742	10305.50
AT5G26749	39
AT5G26751	1944.00
AT5G26760	495
AT5G26770	305
AT5G26780	866
AT5G26790	23
AT5G26800	235
AT5G26805	0
AT5G26810	0
AT5G26820	1291.83
AT5G26830	1677.50
AT5G26840	0
AT5G26848	0
AT5G26850	541.50
AT5G26860	857.50
AT5G26880	1139.00
AT5G26890	0
AT5G26900	0
AT5G26910	399
AT5G26912	0
AT5G26920	2748.58
AT5G26930	0
AT5G26940	368.50
AT5G26950	0
AT5G26960	320
AT5G26970	0
AT5G26980	204
AT5G26990	342
AT5G27000	44
AT5G27010	0
AT5G27020	9.50
AT5G27030	461.50
AT5G27050	0
AT5G27060	220
AT5G27070	0
AT5G27080	0
AT5G27090	0
AT5G27100	87.50
AT5G27110	62
AT5G27120	630
AT5G27130	0
AT5G27140	2
AT5G27150	1879.17
AT5G27170	0
AT5G27200	0
AT5G27210	56
AT5G27220	2
AT5G27230	15
AT5G27238	0
AT5G27240	184
AT5G27247	7
AT5G27260	0.25
AT5G27270	360.17
AT5G27280	1173.67
AT5G27290	843.33
AT5G27300	183
AT5G27310	0
AT5G27320	288.50
AT5G27330	170.50
AT5G27340	0
AT5G27350	2223.92
AT5G27360	308.33
AT5G27370	0
AT5G27380	2930.83
AT5G27390	872.50
AT5G27395	446.00
AT5G27400	157.83
AT5G27410	459.83
AT5G27420	846.50
AT5G27430	932.50
AT5G27440	28.50
AT5G27450	230.50
AT5G27460	176
AT5G27470	1768.33
AT5G27490	173
AT5G27495	0
AT5G27510	0
AT5G27520	450.17
AT5G27530	0
AT5G27540	1292
AT5G27550	164.67
AT5G27560	1019.50
AT5G27570	0
AT5G27580	0
AT5G27600	946.10
AT5G27606	0
AT5G27610	105.50
AT5G27620	251.50
AT5G27630	55.50
AT5G27640	1991.50
AT5G27650	469.17
AT5G27660	123
AT5G27670	836.50
AT5G27680	62
AT5G27690	103.50
AT5G27700	1409.50
AT5G27710	299
AT5G27715	0
AT5G27720	1025.50
AT5G27730	334
AT5G27740	415.50
AT5G27750	99
AT5G27760	1313.50
AT5G27770	1506
AT5G27780	0
AT5G27790	0
AT5G27800	0
AT5G27807	0
AT5G27810	1
AT5G27820	178
AT5G27830	749
AT5G27840	749.83
AT5G27850	3205.50
AT5G27860	536
AT5G27870	0
AT5G27880	0
AT5G27889	5.50
AT5G27890	63.50
AT5G27910	2
AT5G27920	223
AT5G27930	581
AT5G27940	1
AT5G27944	0
AT5G27945	0
AT5G27950	776.50
AT5G27960	0.50
AT5G27967	0
AT5G27970	821.90
AT5G27980	0
AT5G27990	390.50
AT5G28000	0
AT5G28010	19
AT5G28020	914.50
AT5G28030	108.50
AT5G28040	509.50
AT5G28050	2250.17
AT5G28052	0
AT5G28060	2842.67
AT5G28070	0
AT5G28080	0
AT5G28090	0
AT5G28150	312
AT5G28160	0
AT5G28180	0
AT5G28190	0
AT5G28210	4
AT5G28220	300
AT5G28235	1
AT5G28237	56
AT5G28262	15
AT5G28288	0
AT5G28290	265.50
AT5G28295	0
AT5G28300	434.50
AT5G28310	5.75
AT5G28320	150
AT5G28340	22.50
AT5G28350	918.50
AT5G28370	115.50
AT5G28380	15
AT5G28390	86
AT5G28400	169.75
AT5G28410	0
AT5G28420	2
AT5G28442	28
AT5G28450	10.50
AT5G28460	141.83
AT5G28463	0
AT5G28465	0
AT5G28470	0
AT5G28490	253.50
AT5G28491	1
AT5G28500	3749
AT5G28510	0
AT5G28520	0
AT5G28530	108.50
AT5G28540	11078.69
AT5G28550	0
AT5G28560	0
AT5G28590	0
AT5G28610	1
AT5G28615	0
AT5G28620	0
AT5G28630	104.50
AT5G28640	221.50
AT5G28642	0
AT5G28646	5
AT5G28650	6
AT5G28660	0
AT5G28680	0
AT5G28690	0
AT5G28720	0
AT5G28730	0
AT5G28740	1065.50
AT5G28750	1706.17
AT5G28770	317.33
AT5G28780	0.50
AT5G28781	0
AT5G28800	0
AT5G28810	0
AT5G28820	0
AT5G28821	0
AT5G28823	0
AT5G28824	0
AT5G28830	440.83
AT5G28840	3885.17
AT5G28850	699.25
AT5G28885	0
AT5G28900	759.75
AT5G28910	73
AT5G28919	513.17
AT5G28920	327.67
AT5G28931	0
AT5G28950	0
AT5G28960	0
AT5G29000	384
AT5G29044	0
AT5G29050	0
AT5G29054	0
AT5G29070	0
AT5G29210	0
AT5G29231	0
AT5G29560	0
AT5G29613	0
AT5G29624	0
AT5G29807	0
AT5G30341	0
AT5G30490	267.50
AT5G30495	197.50
AT5G30500	0
AT5G30510	9861.00
AT5G30520	0
AT5G31412	0
AT5G32017	0
AT5G32440	1545.50
AT5G32450	986
AT5G32460	0
AT5G32470	566.17
AT5G32590	0
AT5G32597	0
AT5G32613	0
AT5G32619	0
AT5G33210	0
AT5G33280	437.83
AT5G33290	1196.67
AT5G33300	55
AT5G33320	3975.17
AT5G33330	13
AT5G33340	0
AT5G33355	0.50
AT5G33370	537.50
AT5G33390	0
AT5G33393	0
AT5G33399	3
AT5G33406	0
AT5G33421	0
AT5G33439	0
AT5G33806	0
AT5G33898	0
AT5G34581	0
AT5G34780	0
AT5G34828	0
AT5G34829	0
AT5G34830	0
AT5G34850	3512.33
AT5G34869	0
AT5G34870	0
AT5G34871	0
AT5G34881	0
AT5G34882	0
AT5G34883	0
AT5G34885	0
AT5G34887	0
AT5G34905	0
AT5G34908	0
AT5G34930	199
AT5G34940	224.50
AT5G35050	0
AT5G35066	0
AT5G35069	0
AT5G35080	415
AT5G35090	0
AT5G35100	1207.50
AT5G35110	1
AT5G35120	0
AT5G35160	1415.25
AT5G35170	3586.33
AT5G35180	1356.17
AT5G35190	0
AT5G35195	0
AT5G35200	1302.50
AT5G35210	1674.50
AT5G35220	1739.00
AT5G35230	0
AT5G35290	0
AT5G35300	0
AT5G35320	205
AT5G35330	411
AT5G35338	0
AT5G35360	3400.58
AT5G35370	255.75
AT5G35375	1
AT5G35380	0
AT5G35390	0
AT5G35400	125
AT5G35405	0
AT5G35407	1
AT5G35410	134.50
AT5G35430	813
AT5G35450	222
AT5G35460	851.25
AT5G35470	0
AT5G35475	0
AT5G35480	678.50
AT5G35490	284
AT5G35510	5
AT5G35520	137
AT5G35525	0
AT5G35526	0
AT5G35530	1825.00
AT5G35540	0
AT5G35550	0
AT5G35560	690.33
AT5G35570	687
AT5G35580	45
AT5G35590	1973.50
AT5G35600	0
AT5G35603	0
AT5G35604	0
AT5G35605	0
AT5G35610	0
AT5G35620	1330.50
AT5G35630	35778.92
AT5G35631	0
AT5G35640	3
AT5G35660	0
AT5G35670	133
AT5G35680	1470
AT5G35688	0
AT5G35690	1085.00
AT5G35695	0
AT5G35698	0
AT5G35700	699
AT5G35715	0
AT5G35730	737
AT5G35732	29
AT5G35735	5908.17
AT5G35737	0
AT5G35740	246
AT5G35750	367.50
AT5G35753	151
AT5G35760	5
AT5G35770	0
AT5G35790	1881.50
AT5G35810	0
AT5G35830	0
AT5G35840	623
AT5G35870	0
AT5G35890	0
AT5G35900	0
AT5G35910	744.50
AT5G35917	1
AT5G35920	65
AT5G35926	57
AT5G35930	174
AT5G35940	4
AT5G35945	0
AT5G35950	0
AT5G35960	18
AT5G35970	3888.83
AT5G35980	2096
AT5G35995	173.50
AT5G36000	75.00
AT5G36001	78.50
AT5G36002	70.50
AT5G36080	0
AT5G36100	0
AT5G36110	2
AT5G36120	570.50
AT5G36130	0
AT5G36140	0
AT5G36150	0
AT5G36160	1553.67
AT5G36170	1037
AT5G36180	1
AT5G36190	0
AT5G36200	0
AT5G36210	1498.33
AT5G36220	674.50
AT5G36228	0
AT5G36230	3122.00
AT5G36240	0
AT5G36250	619.33
AT5G36260	16
AT5G36280	0
AT5G36290	1089.50
AT5G36300	0
AT5G36310	0
AT5G36320	0
AT5G36330	0
AT5G36340	0
AT5G36350	0
AT5G36360	0
AT5G36370	0
AT5G36380	0
AT5G36390	0
